时间,微压差
101.72,-102
101.78,-103
101.89,-105
102,-107
102.09,-110
102.16,-112
102.27,-115
102.36,-116
102.47,-119
102.58,-123
102.67,-126
102.74,-126
102.84,-127
102.94,-130
103,-132
103.11,-136
103.2,-137
103.27,-137
103.36,-141
103.42,-141
103.58,-146
103.69,-147
103.8,-149
103.89,-154
104,-156
104.11,-156
104.2,-158
104.27,-160
104.36,-164
104.42,-165
104.53,-166
104.63,-168
104.69,-168
104.78,-173
104.84,-174
104.95,-175
105.05,-177
105.11,-179
105.2,-183
105.27,-184
105.38,-184
105.47,-185
105.53,-186
105.64,-191
105.74,-193
105.8,-193
105.89,-194
106,-196
106.09,-201
106.16,-201
106.27,-72
106.36,-60
106.42,-66
106.52,-73
106.58,-74
106.67,-76
106.74,-77
106.8,-79
106.89,-85
106.95,-87
107.05,-90
107.11,-91
107.22,-94
107.31,-97
107.38,-99
107.49,-102
107.58,-104
107.69,-107
107.78,-112
107.84,-114
107.94,-114
108,-115
108.11,-117
108.2,-121
108.27,-123
108.38,-125
108.47,-126
108.53,-128
108.59,-128
108.69,-132
108.8,-134
108.89,-135
108.95,-136
109.06,-140
109.16,-143
109.22,-144
109.31,-144
109.44,-146
109.53,-151
109.64,-153
109.75,-154
109.84,-157
109.91,-157
110.02,-161
110.11,-162
110.17,-162
110.27,-165
110.33,-167
110.42,-170
110.55,-171
110.63,-171
110.69,-172
110.8,-176
110.89,-179
110.95,-179
111.06,-181
111.16,-184
111.22,-184
111.31,-188
111.38,-188
111.47,-189
111.53,-190
111.64,-194
111.74,-197
111.8,-197
111.89,-197
111.95,-198
112.05,-200
112.11,-90
112.22,-62
112.31,-67
112.38,-70
112.49,-73
112.58,-79
112.64,-81
112.74,-83
112.8,-85
112.91,-90
113,-94
113.06,-96
113.16,-96
113.22,-98
113.39,-99
113.45,-106
113.52,-107
113.63,-108
113.72,-111
113.83,-116
113.92,-118
113.99,-118
114.09,-121
114.2,-123
114.31,-127
114.39,-129
114.47,-129
114.55,-132
114.61,-134
114.67,-137
114.78,-138
114.89,-139
114.99,-141
115.05,-143
115.17,-147
115.28,-149
115.38,-150
115.44,-152
115.53,-157
115.59,-158
115.69,-158
115.75,-158
115.86,-161
115.95,-165
116.02,-167
116.11,-168
116.17,-168
116.27,-171
116.34,-173
116.41,-175
116.5,-176
116.56,-177
116.67,-179
116.77,-181
116.83,-183
116.94,-186
117.03,-186
117.09,-187
117.19,-191
117.25,-193
117.36,-194
117.45,-195
117.52,-196
117.63,-199
117.72,-202
117.78,-95
117.88,-62
117.94,-65
118.05,-69
118.14,-76
118.2,-78
118.31,-80
118.41,-84
118.47,-87
118.56,-92
118.63,-93
118.74,-94
118.83,-97
118.94,-102
119.03,-105
119.09,-106
119.19,-108
119.25,-110
119.34,-112
119.41,-115
119.52,-117
119.61,-118
119.67,-119
119.78,-124
119.88,-127
119.94,-127
120.05,-127
120.14,-130
120.2,-132
120.3,-136
120.36,-136
120.47,-137
120.56,-140
120.63,-140
120.74,-144
120.83,-146
120.89,-146
121,-149
121.09,-153
121.16,-155
121.27,-155
121.36,-156
121.42,-158
121.52,-162
121.58,-163
121.69,-165
121.78,-166
121.89,-168
121.99,-172
122.05,-173
122.16,-174
122.25,-176
122.31,-178
122.41,-182
122.47,-182
122.58,-183
122.69,-184
122.8,-188
122.88,-191
122.95,-191
123.03,-192
123.11,-194
123.2,-196
123.31,-199
123.41,-200
123.47,-158
123.58,-59
123.67,-69
123.74,-71
123.84,-74
123.94,-77
124,-79
124.09,-85
124.2,-89
124.3,-91
124.36,-93
124.47,-98
124.56,-100
124.63,-101
124.72,-102
124.78,-103
124.89,-107
124.99,-111
125.05,-112
125.16,-113
125.25,-115
125.31,-117
125.41,-122
125.47,-123
125.53,-123
125.64,-124
125.74,-128
125.8,-128
125.91,-132
126,-133
126.11,-135
126.2,-139
126.27,-141
126.36,-142
126.42,-142
126.53,-144
126.64,-147
126.74,-151
126.8,-151
126.89,-152
126.95,-154
127.06,-158
127.16,-159
127.27,-161
127.36,-162
127.42,-164
127.52,-168
127.58,-169
127.67,-170
127.74,-170
127.81,-171
127.92,-176
128.02,-179
128.08,-179
128.17,-179
128.24,-180
128.34,-184
128.44,-187
128.5,-187
128.55,-187
128.61,-188
128.7,-189
128.77,-191
128.86,-195
128.92,-195
128.97,-196
129.03,-196
129.09,-197
129.17,-201
129.24,-190
129.34,-78
129.41,-59
129.5,-65
129.56,-69
129.61,-72
129.72,-78
129.81,-81
129.86,-82
129.92,-84
129.99,-87
130.08,-89
130.19,-93
130.24,-94
130.34,-96
130.44,-100
130.5,-103
130.55,-104
130.61,-105
130.7,-106
130.77,-106
130.86,-110
130.92,-113
130.97,-114
131.05,-116
131.11,-116
131.2,-117
131.27,-119
131.38,-124
131.47,-126
131.53,-126
131.58,-127
131.69,-128
131.74,-130
131.8,-132
131.89,-135
131.95,-135
132,-135
132.05,-137
132.11,-138
132.22,-143
132.27,-143
132.5,-146
132.56,-150
132.61,-150
132.67,-151
132.72,-153
132.77,-154
132.89,-155
132.95,-156
133.02,-157
133.08,-160
133.14,-163
133.19,-163
133.25,-163
133.3,-163
133.36,-164
133.45,-167
133.52,-169
133.64,-172
133.7,-172
133.78,-173
133.84,-175
133.91,-177
133.97,-179
134.02,-180
134.13,-181
134.22,-181
134.28,-182
134.39,-187
134.49,-189
134.55,-188
134.64,-190
134.69,-192
134.75,-193
134.8,-195
134.86,-196
134.95,-197
135.02,-196
135.13,-198
135.22,-177
135.28,-70
135.33,-59
135.39,-62
135.44,-65
135.49,-69
135.55,-69
135.64,-75
135.7,-78
135.75,-80
135.8,-81
135.86,-82
135.97,-86
136.02,-89
136.13,-94
136.24,-95
136.33,-97
136.39,-98
136.5,-103
136.59,-107
136.66,-107
136.75,-109
136.8,-109
136.86,-111
136.95,-115
137,-117
137.06,-118
137.11,-118
137.22,-120
137.27,-123
137.33,-125
137.42,-128
137.49,-128
137.59,-129
137.69,-132
137.75,-134
137.8,-137
137.91,-139
138.02,-140
138.11,-141
138.17,-144
138.22,-146
138.28,-148
138.33,-149
138.44,-149
138.49,-150
138.55,-152
138.64,-157
138.69,-158
138.75,-158
138.8,-159
138.86,-159
138.97,-161
139.05,-165
139.14,-167
139.2,-168
139.25,-168
139.3,-169
139.36,-170
139.47,-174
139.52,-176
139.63,-178
139.72,-178
139.78,-178
139.83,-180
139.89,-182
139.94,-185
139.99,-186
140.05,-187
140.17,-187
140.25,-189
140.33,-192
140.39,-195
140.44,-196
140.49,-196
140.55,-196
140.66,-199
140.72,-199
140.78,-118
140.83,-55
140.89,-60
140.94,-63
141,-65
141.05,-65
141.16,-71
141.27,-78
141.36,-81
141.42,-82
141.47,-84
141.52,-86
141.58,-89
141.67,-91
141.74,-94
141.84,-95
141.94,-98
142,-101
142.05,-103
142.11,-106
142.2,-108
142.27,-108
142.36,-110
142.45,-114
142.52,-116
142.63,-119
142.72,-120
142.78,-121
142.83,-123
142.94,-128
142.99,-128
143.05,-129
143.14,-130
143.2,-131
143.25,-132
143.3,-134
143.36,-137
143.47,-139
143.52,-139
143.63,-140
143.72,-144
143.78,-146
143.83,-147
143.94,-149
143.99,-149
144.09,-152
144.16,-154
144.22,-156
144.27,-158
144.36,-158
144.47,-159
144.52,-160
144.63,-165
144.74,-167
144.83,-168
144.89,-169
144.94,-169
145.02,-171
145.08,-175
145.17,-177
145.24,-177
145.33,-178
145.39,-179
145.44,-181
145.5,-183
145.55,-185
145.66,-186
145.77,-187
145.86,-191
145.92,-191
145.97,-193
146.03,-194
146.09,-195
146.16,-195
146.27,-196
146.36,-201
146.42,-202
146.47,-134
146.53,-57
146.58,-59
146.69,-68
146.74,-71
146.8,-75
146.89,-77
146.95,-79
147,-79
147.05,-81
147.19,-86
147.24,-88
147.34,-92
147.44,-93
147.5,-95
147.55,-97
147.61,-100
147.7,-103
147.77,-104
147.86,-104
147.92,-105
147.97,-107
148.03,-109
148.08,-112
148.19,-114
148.24,-114
148.34,-116
148.45,-120
148.5,-120
148.55,-122
148.61,-123
148.72,-124
148.77,-125
148.88,-129
148.99,-132
149.08,-133
149.14,-133
149.19,-134
149.24,-135
149.3,-137
149.41,-141
149.5,-143
149.56,-143
149.61,-144
149.72,-148
149.77,-150
149.83,-150
149.92,-152
149.99,-153
150.09,-154
150.19,-159
150.24,-160
150.3,-162
150.41,-162
150.5,-163
150.56,-165
150.61,-167
150.72,-170
150.8,-171
150.88,-171
150.99,-175
151.08,-177
151.14,-179
151.19,-180
151.25,-180
151.3,-181
151.41,-183
151.52,-188
151.61,-190
151.67,-190
151.72,-190
151.77,-190
151.83,-192
151.92,-196
151.99,-198
152.08,-199
152.14,-199
152.19,-200
152.25,-116
152.3,-55
152.41,-62
152.5,-69
152.56,-71
152.61,-72
152.67,-75
152.72,-78
152.77,-81
152.83,-84
152.94,-86
152.99,-87
153.09,-89
153.19,-94
153.25,-96
153.3,-98
153.36,-99
153.45,-100
153.52,-102
153.61,-107
153.67,-109
153.72,-109
153.78,-110
153.83,-111
153.94,-112
153.99,-114
154.05,-117
154.14,-120
154.2,-121
154.25,-121
154.3,-122
154.36,-122
154.45,-125
154.5,-128
154.56,-129
154.61,-131
154.72,-131
154.77,-132
154.88,-137
154.99,-138
155.08,-140
155.14,-140
155.19,-141
155.25,-142
155.3,-144
155.41,-148
155.5,-149
155.56,-149
155.61,-150
155.67,-150
155.72,-152
155.77,-155
155.83,-156
155.92,-158
155.99,-159
156.09,-161
156.19,-165
156.25,-167
156.3,-167
156.36,-168
156.45,-169
156.52,-170
156.61,-174
156.67,-176
156.72,-177
156.78,-178
156.83,-178
156.94,-178
156.99,-180
157.05,-182
157.14,-186
157.2,-187
157.25,-187
157.31,-187
157.36,-189
157.47,-193
157.52,-194
157.63,-196
157.72,-196
157.78,-197
157.83,-199
157.94,-99
157.99,-57
158.05,-64
158.14,-69
158.2,-72
158.25,-72
158.31,-75
158.36,-78
158.47,-84
158.52,-85
158.58,-86
158.67,-89
158.74,-92
158.83,-97
158.89,-97
158.94,-98
158.99,-99
159.05,-100
159.16,-103
159.25,-109
159.31,-111
159.36,-112
159.42,-112
159.47,-114
159.52,-114
159.58,-115
159.67,-120
159.74,-122
159.84,-123
159.94,-125
159.99,-127
160.09,-132
160.2,-133
160.25,-134
160.3,-134
160.36,-135
160.45,-139
160.52,-141
160.63,-144
160.72,-145
160.8,-146
160.86,-148
160.97,-152
161.02,-154
161.13,-155
161.24,-155
161.33,-159
161.39,-162
161.44,-163
161.5,-164
161.55,-165
161.66,-166
161.75,-170
161.81,-170
161.86,-172
161.97,-174
162.02,-174
162.13,-176
162.24,-181
162.33,-183
162.44,-183
162.49,-184
162.59,-186
162.7,-190
162.75,-191
162.8,-192
162.86,-192
162.95,-194
163.02,-196
163.08,-198
163.19,-200
163.28,-182
163.33,-72
163.45,-65
163.5,-69
163.59,-76
163.66,-77
163.75,-79
163.81,-80
163.86,-83
163.92,-85
163.97,-88
164.02,-90
164.08,-93
164.19,-95
164.24,-96
164.34,-101
164.44,-104
164.5,-105
164.55,-106
164.61,-107
164.7,-109
164.77,-111
164.86,-116
164.92,-117
164.97,-117
165.03,-118
165.08,-118
165.19,-121
165.24,-123
165.3,-125
165.39,-127
165.45,-128
165.5,-128
165.55,-130
165.61,-132
165.7,-134
165.77,-136
165.86,-137
165.92,-138
165.97,-138
166.03,-140
166.08,-142
166.19,-146
166.24,-147
166.34,-147
166.45,-149
166.5,-150
166.55,-153
166.61,-154
166.7,-156
166.77,-156
166.86,-159
166.92,-161
166.97,-163
167.03,-163
167.08,-164
167.19,-165
167.24,-166
167.34,-169
167.47,-173
167.53,-174
167.58,-174
167.69,-175
167.74,-176
167.84,-180
167.91,-182
168,-183
168.05,-183
168.11,-183
168.2,-186
