时间,微压差
21.91,1
22,2
22.06,1
22.11,0
22.16,0
22.22,0
22.27,1
22.33,1
22.38,2
22.49,1
22.58,0
22.64,0
22.69,0
22.8,2
22.91,1
23,0
23.06,0
23.11,0
23.16,1
23.22,2
23.27,1
23.33,1
23.38,0
23.49,0
23.58,0
23.64,1
23.69,2
23.75,1
23.8,1
23.91,0
24,1
24.06,2
24.11,2
24.17,1
24.27,0
24.33,0
24.38,0
24.49,1
24.59,1
24.64,1
24.69,0
24.75,0
24.8,0
24.91,1
25,2
25.06,1
25.11,0
25.17,-1
25.27,1
25.33,1
25.38,2
25.49,1
25.59,0
25.64,0
25.69,0
25.75,1
25.8,2
25.91,1
26.02,0
26.11,1
26.17,1
26.27,2
26.33,2
26.38,1
26.44,0
26.53,0
26.59,1
26.64,2
26.69,2
26.75,1
26.8,0
26.86,0
26.91,0
27.02,1
27.11,2
27.17,1
27.28,0
27.38,0
27.44,1
27.53,2
27.59,2
27.64,1
27.7,0
27.75,0
27.8,0
27.86,0
27.91,2
28.02,2
28.13,0
28.22,-1
28.28,0
28.38,2
28.44,2
28.53,0
28.59,-1
28.64,0
28.7,0
28.75,2
28.8,2
28.86,2
28.91,1
29.02,0
29.13,0
29.22,2
29.28,2
29.38,0
29.44,0
29.55,0
29.64,2
29.7,2
29.75,1
29.8,0
29.86,0
29.91,0
30.02,1
30.13,2
30.22,1
30.28,0
30.38,0
30.44,1
30.55,2
30.64,1
30.7,0
30.75,0
30.8,0
30.86,0
30.91,1
30.97,2
31.02,2
31.13,0
31.22,0
31.28,1
31.39,2
31.44,2
31.55,0
31.64,0
31.7,0
31.75,1
31.81,2
31.86,2
31.91,1
31.97,0
32.02,0
32.13,0
32.24,2
32.33,1
32.39,0
32.49,0
32.55,0
32.66,1
32.75,2
32.81,1
32.91,0
32.97,0
33.02,1
33.13,2
33.24,0
33.33,0
33.39,0
33.49,1
33.55,2
33.66,1
33.75,0
33.81,0
33.91,2
33.97,2
34.02,2
34.08,1
34.13,0
34.24,0
34.33,1
34.39,2
34.5,1
34.59,0
34.66,0
34.75,1
34.81,2
34.92,1
35.02,0
35.08,0
35.13,1
35.24,2
35.34,2
35.44,0
35.5,0
35.59,1
35.66,2
35.75,1
35.81,0
35.92,0
36.02,1
36.08,1
36.13,2
36.24,1
36.34,0
36.44,1
36.5,1
36.59,2
36.66,1
36.77,0
36.86,1
36.92,1
37.02,1
37.08,1
37.13,0
37.19,0
37.24,0
37.34,1
37.44,2
37.5,1
37.61,0
37.7,0
37.77,1
37.86,2
37.92,1
38.03,0
38.13,0
38.19,1
38.24,2
38.34,1
38.45,-1
38.55,-1
38.61,0
38.7,1
38.77,1
38.86,-1
38.92,-1
39.03,0
39.13,1
39.19,1
39.24,0
39.34,-1
39.45,0
39.55,1
39.61,1
39.7,-1
39.77,-1
39.88,-1
39.97,1
40.03,1
40.13,-1
40.19,-1
40.24,-1
40.3,0
40.39,1
40.45,1
40.55,0
40.61,-1
40.72,0
40.77,0
40.88,1
40.97,-1
41.03,-1
41.13,-1
41.19,0
41.24,1
41.3,1
41.39,0
41.45,-1
41.55,0
41.61,0
41.72,1
41.77,1
41.88,-1
41.97,-1
42.03,0
42.14,1
42.24,-1
42.3,-2
42.39,-1
42.45,-1
42.56,0
42.66,-1
42.74,-2
42.81,-2
42.89,-1
42.99,-1
43.05,-1
43.16,-4
43.25,-6
43.31,-6
43.41,-6
43.47,-7
43.52,-9
43.58,-11
43.63,-12
43.74,-12
43.83,-12
43.89,-13
44,-18
44.09,-21
44.17,-22
44.24,-23
44.33,-26
44.39,-29
44.5,-34
44.59,-37
44.66,-37
44.75,-40
44.81,-42
44.92,-48
45.02,-51
45.08,-52
45.13,-53
45.24,-58
45.34,-61
45.44,-65
45.5,-65
45.59,-68
45.66,-71
45.77,-76
45.86,-79
45.92,-79
46.02,-81
46.08,-83
46.13,-86
46.19,-88
46.24,-90
46.34,-91
46.44,-93
46.5,-95
46.59,-98
46.66,-99
46.77,-101
46.86,-102
46.92,-103
47.02,-107
47.08,-109
47.13,-109
47.19,-110
47.24,-110
47.34,-111
47.44,-115
47.5,-117
47.61,-119
47.7,-120
47.77,-121
47.86,-126
47.92,-126
48.03,-128
48.13,-128
48.19,-129
48.24,-131
48.34,-135
48.45,-136
48.55,-137
48.61,-138
48.7,-142
48.77,-144
48.97,-146
49.03,-148
49.13,-152
49.19,-154
49.24,-154
49.34,-155
49.45,-156
49.55,-160
49.61,-162
49.7,-164
49.77,-164
49.88,-165
49.97,-168
50.05,-171
50.11,-173
50.2,-173
50.27,-174
50.38,-176
50.47,-180
50.53,-181
50.63,-182
50.69,-183
50.74,-184
50.8,-186
50.89,-188
50.95,-190
51.05,-191
51.11,-191
51.22,-194
51.27,-196
51.38,-199
51.47,-199
51.53,-200
51.64,-202
51.74,-206
51.8,-208
51.89,-209
51.95,-209
52.06,-212
52.16,-214
52.22,-110
52.27,-52
52.38,-62
52.49,-68
52.58,-75
52.64,-77
52.74,-80
52.8,-80
52.89,-83
52.95,-86
53.06,-92
53.16,-94
53.22,-94
53.27,-95
53.38,-100
53.49,-102
53.58,-105
53.64,-105
53.74,-107
53.8,-110
53.91,-114
54,-116
54.06,-116
54.16,-117
54.22,-119
54.27,-122
54.33,-124
54.38,-125
54.49,-126
54.58,-129
54.64,-131
54.75,-134
54.84,-137
54.91,-137
55,-138
55.06,-140
55.17,-145
55.25,-146
55.34,-147
55.41,-148
55.5,-151
55.56,-154
55.67,-157
55.77,-157
55.83,-157
55.88,-158
55.99,-163
56.09,-166
56.19,-167
56.25,-168
56.34,-169
56.41,-172
56.52,-176
56.61,-177
56.67,-177
56.77,-180
56.86,-185
56.92,-186
57.02,-187
57.08,-187
57.13,-188
57.24,-192
57.34,-196
57.44,-197
57.5,-197
57.56,-199
57.67,-200
57.78,-204
57.86,-206
57.92,-206
58.02,-209
58.08,-211
58.13,-213
58.19,-172
58.24,-60
58.34,-52
58.44,-61
58.5,-65
58.61,-72
58.7,-76
58.77,-77
58.86,-81
58.92,-81
59.03,-87
59.13,-90
59.19,-91
59.24,-92
59.34,-97
59.45,-102
59.55,-103
59.61,-104
59.7,-106
59.77,-108
59.86,-113
59.92,-115
60.03,-116
60.13,-119
60.19,-121
60.24,-121
60.34,-126
60.45,-127
60.55,-129
60.61,-131
60.7,-136
60.77,-137
60.88,-138
60.97,-139
61.03,-141
61.19,-147
61.24,-148
61.3,-149
63.14,-191
63.24,-195
63.3,-197
63.41,-199
63.5,-199
63.56,-200
63.66,-203
63.72,-206
63.77,-207
63.83,-208
63.88,-209
63.99,-210
64.08,-212
64.14,-196
64.24,-61
64.3,-66
64.41,-71
64.5,-78
64.56,-81
64.66,-85
64.72,-86
64.83,-88
64.92,-92
64.99,-95
65.08,-99
65.14,-100
65.25,-101
65.34,-106
65.41,-106
65.5,-110
65.56,-111
65.67,-113
65.77,-117
65.83,-119
65.92,-122
65.99,-123
66.09,-123
66.19,-126
66.27,-131
66.33,-133
66.44,-133
66.53,-134
66.59,-136
66.69,-141
66.75,-142
66.84,-144
66.91,-144
67.06,-147
67.17,-152
67.27,-154
67.33,-154
67.44,-156
67.53,-161
67.59,-163
67.69,-163
67.75,-164
67.86,-166
67.95,-170
68.02,-172
68.13,-174
68.24,-175
68.33,-176
68.45,-180
68.53,-183
68.59,-184
68.7,-185
68.81,-189
68.91,-193
68.97,-193
69.06,-193
69.13,-194
69.19,-195
69.28,-199
69.38,-202
69.44,-202
69.55,-204
69.64,-206
69.75,-210
69.86,-212
69.97,-184
70.08,-55
70.17,-65
70.28,-68
70.38,-72
70.45,-75
70.55,-81
70.66,-86
70.77,-88
70.86,-92
70.97,-95
71.08,-99
71.19,-101
71.28,-103
71.39,-108
71.45,-110
71.55,-112
71.61,-112
71.7,-113
71.81,-118
71.92,-122
72.03,-123
72.13,-125
72.19,-127
72.28,-130
72.34,-132
72.44,-133
72.5,-134
72.61,-137
72.7,-141
72.77,-142
72.88,-143
72.97,-144
73.08,-148
73.19,-152
73.3,-154
73.39,-155
73.45,-157
73.55,-160
73.61,-162
73.72,-164
73.81,-165
73.88,-166
73.97,-171
74.05,-173
74.11,-174
74.2,-174
74.27,-175
74.36,-180
74.42,-182
74.53,-183
74.63,-184
74.69,-185
74.78,-188
74.84,-191
74.95,-193
75.05,-194
75.16,-195
75.22,-197
75.31,-201
75.38,-202
75.49,-203
75.58,-205
75.67,-210
75.74,-211
75.83,-212
75.89,-212
76.02,-55
76.11,-56
76.22,-64
76.31,-68
76.38,-69
76.49,-73
76.58,-79
76.69,-82
76.75,-84
76.84,-86
76.91,-89
77,-94
77.06,-96
77.16,-96
77.22,-97
77.33,-100
77.44,-105
77.53,-108
77.59,-109
77.69,-111
77.78,-113
77.84,-116
77.94,-120
78,-120
78.11,-122
78.22,-126
78.28,-129
78.38,-130
78.44,-131
78.53,-132
78.59,-134
78.7,-138
78.8,-141
78.89,-142
78.95,-143
79.02,-143
79.11,-147
79.22,-151
79.31,-152
79.38,-152
79.47,-156
79.53,-158
79.63,-161
79.69,-161
79.8,-162
79.89,-164
79.95,-166
80.05,-169
80.11,-170
80.2,-171
80.28,-172
80.34,-174
80.45,-178
80.55,-179
80.61,-180
80.72,-181
80.83,-185
80.92,-188
81.03,-189
81.09,-190
81.19,-193
81.25,-196
81.36,-197
81.45,-198
81.52,-199
81.61,-202
81.72,-206
81.83,-208
81.92,-208
81.99,-208
82.09,-212
82.19,-80
82.25,-36
82.34,-45
82.41,-49
82.47,-53
82.56,-60
82.67,-62
82.78,-65
82.88,-69
82.94,-72
83.03,-77
83.09,-79
83.19,-80
83.3,-82
83.41,-87
83.5,-91
83.56,-91
83.66,-93
83.74,-95
83.83,-100
83.94,-101
84.03,-103
84.09,-103
84.19,-107
84.25,-110
84.31,-112
84.41,-114
84.52,-115
84.61,-117
84.67,-119
84.77,-123
84.83,-124
84.94,-125
85.03,-128
85.14,-133
85.25,-134
85.34,-135
85.41,-136
85.47,-137
85.56,-142
85.67,-144
85.77,-145
85.89,-146
85.95,-151
86.02,-152
86.11,-154
86.17,-154
86.24,-154
86.33,-157
86.44,-162
86.53,-164
86.59,-164
86.69,-166
86.75,-168
86.86,-170
86.95,-173
87.02,-173
87.11,-174
87.19,-176
87.27,-180
87.33,-181
87.5,-182
87.59,-184
87.69,-188
87.75,-190
87.81,-191
87.91,-192
88.02,-195
88.13,-198
88.22,-201
88.28,-201
88.39,-202
88.49,-206
88.55,-208
88.64,-211
88.7,-211
88.81,-211
88.91,-149
88.97,-57
89.06,-66
89.19,-72
89.28,-76
89.38,-79
89.44,-83
89.55,-87
89.64,-88
89.7,-90
89.8,-95
89.86,-98
89.97,-100
90.06,-101
90.13,-101
90.22,-105
90.28,-108
90.39,-111
90.49,-111
90.55,-112
90.64,-117
90.7,-117
90.8,-120
90.86,-121
90.97,-122
91.06,-126
91.13,-128
91.2,-130
91.27,-131
91.38,-132
91.47,-136
91.53,-138
91.63,-141
91.69,-141
91.8,-141
91.89,-144
91.95,-146
92.05,-150
92.11,-151
92.22,-152
92.31,-153
92.38,-155
92.47,-159
92.53,-160
92.61,-160
92.72,-162
92.81,-165
92.88,-168
92.95,-169
93.06,-170
93.19,-171
93.3,-176
93.39,-178
93.45,-179
93.56,-180
93.66,-184
93.72,-186
93.83,-187
93.92,-188
93.99,-188
94.08,-192
94.19,-195
94.3,-196
94.39,-197
94.45,-200
94.56,-204
94.66,-205
94.72,-205
94.81,-206
94.88,-207
94.99,-212
95.08,-214
95.14,-116
95.24,-50
95.3,-56
95.41,-65
95.5,-72
95.56,-74
95.66,-77
95.72,-79
95.83,-85
95.92,-87
95.99,-89
96.08,-90
96.14,-92
96.25,-97
96.34,-101
96.41,-102
96.5,-103
96.56,-103
96.67,-107
96.77,-112
96.83,-112
96.92,-114
96.99,-115
97.08,-120
97.14,-122
97.25,-123
97.34,-124
97.41,-125
97.49,-129
97.59,-131
97.69,-133
97.75,-134
97.84,-135
97.91,-137
98.02,-142
98.11,-143
98.17,-143
98.27,-144
98.33,-146
98.44,-150
98.53,-153
98.59,-153
98.69,-154
98.75,-157
98.84,-158
98.91,-161
99.02,-162
99.11,-163
99.17,-165
99.28,-169
99.41,-171
99.53,-172
99.59,-173
99.69,-177
99.75,-179
99.86,-180
99.95,-181
100.02,-182
100.11,-184
100.17,-186
100.28,-189
100.38,-189
100.44,-190
100.53,-194
100.59,-196
100.7,-198
100.8,-198
100.86,-199
100.95,-202
101.02,-205
101.13,-206
101.22,-207
101.28,-208
101.38,-210
101.44,-212
101.55,-168
101.64,-50
101.7,-54
101.8,-63
101.86,-67
101.97,-72
102.06,-73
102.13,-74
102.22,-79
102.28,-82
102.39,-86
102.49,-88
102.55,-89
102.64,-94
102.7,-94
102.81,-98
102.91,-100
102.97,-101
103.06,-105
103.13,-107
103.24,-110
103.33,-111
103.39,-111
103.49,-114
103.55,-116
103.64,-120
103.7,-121
103.81,-122
103.91,-126
103.97,-128
104.06,-130
104.13,-131
104.24,-132
104.33,-135
104.39,-137
104.49,-140
104.55,-141
104.66,-141
104.75,-143
104.86,-148
104.97,-150
105.08,-151
105.17,-154
105.24,-156
105.33,-158
105.39,-159
105.5,-160
105.59,-162
105.66,-165
105.75,-168
105.81,-169
105.92,-170
106.05,-171
106.16,-177
106.25,-178
106.31,-178
106.42,-179
106.52,-183
106.58,-185
106.67,-187
106.74,-187
106.84,-189
106.94,-191
107,-193
107.09,-196
107.16,-196
107.27,-197
107.36,-201
107.42,-202
107.52,-205
107.58,-205
107.69,-205
107.78,-208
107.84,-210
107.94,-213
108,-213
108.11,-41
108.27,-53
108.36,-61
108.42,-63
108.53,-66
108.63,-72
108.69,-74
108.78,-79
108.84,-79
108.95,-81
109.05,-84
109.11,-87
109.2,-91
109.27,-92
109.36,-93
109.42,-95
109.53,-97
109.63,-102
109.69,-103
109.78,-104
109.84,-105
109.95,-109
110.05,-113
110.11,-113
110.2,-114
110.27,-114
110.38,-118
110.47,-122
110.53,-123
110.63,-124
110.69,-125
110.8,-127
110.89,-131
110.95,-133
111.05,-134
111.11,-134
111.22,-138
111.31,-141
111.38,-142
111.47,-142
111.53,-142
111.64,-144
111.74,-148
111.8,-149
111.89,-150
111.95,-151
112.05,-155
112.11,-155
112.22,-160
112.31,-161
112.38,-162
112.47,-164
112.53,-166
112.64,-169
112.74,-170
112.8,-170
112.91,-172
113,-176
113.06,-178
113.16,-179
113.22,-179
113.31,-182
113.41,-184
113.47,-186
113.56,-188
113.63,-188
113.74,-190
113.8,-192
113.89,-196
114,-196
114.11,-197
114.2,-199
114.27,-202
114.36,-206
114.42,-206
114.53,-208
114.63,-211
114.69,-211
114.78,-214
114.84,-213
114.94,-48
115,-49
115.11,-59
115.2,-66
115.27,-68
115.36,-70
115.42,-71
115.53,-77
115.63,-82
115.69,-83
115.8,-85
115.89,-89
115.95,-92
116.05,-94
116.11,-96
116.2,-97
116.27,-98
116.38,-102
116.47,-106
116.53,-107
116.63,-108
116.69,-108
116.8,-111
116.89,-116
116.95,-117
117.05,-118
117.11,-119
117.22,-123
117.31,-125
117.38,-126
117.47,-127
117.53,-128
117.64,-131
117.74,-135
117.8,-136
117.89,-137
117.95,-137
118.06,-139
118.16,-143
118.3,-146
118.39,-146
118.45,-148
118.55,-152
118.61,-154
118.72,-155
118.81,-156
118.88,-158
118.97,-160
119.03,-162
119.14,-164
119.24,-164
119.3,-166
119.36,-167
119.45,-171
119.53,-172
119.63,-172
119.69,-174
119.75,-175
119.84,-179
119.91,-179
120,-181
120.06,-181
120.16,-183
120.22,-185
120.33,-189
120.44,-189
120.53,-189
120.63,-192
120.7,-195
120.8,-198
120.89,-198
120.95,-198
121.06,-202
121.17,-204
121.27,-206
121.38,-206
121.44,-207
121.53,-211
121.64,-214
121.7,-194
121.8,-75
121.89,-60
121.97,-65
122.06,-72
122.16,-75
122.22,-77
122.28,-79
122.38,-84
122.47,-87
122.53,-89
122.64,-90
122.75,-94
122.84,-99
122.91,-101
122.97,-102
123.06,-103
123.17,-104
123.28,-108
123.38,-111
123.44,-112
123.53,-114
123.59,-115
123.7,-120
123.8,-121
123.91,-122
124.02,-124
124.13,-128
124.24,-131
124.33,-132
124.44,-132
124.55,-136
124.64,-140
124.7,-140
124.8,-141
124.86,-142
124.95,-146
125.06,-148
125.17,-149
125.27,-150
125.33,-152
125.42,-157
125.49,-158
125.59,-158
125.7,-159
125.81,-162
125.91,-165
126,-167
126.06,-167
126.16,-169
126.22,-171
126.33,-174
126.39,-174
126.5,-175
126.59,-177
126.66,-178
126.75,-182
126.81,-183
126.91,-183
127.02,-184
127.13,-188
127.22,-191
127.28,-191
127.39,-192
127.47,-193
127.58,-197
127.67,-200
127.74,-200
127.83,-202
127.92,-205
127.99,-205
128.05,-207
128.14,-209
128.2,-209
128.25,-210
128.31,-211
128.36,-181
128.45,-52
128.52,-57
128.63,-60
128.72,-64
128.78,-68
128.83,-71
128.94,-76
128.99,-77
129.05,-78
129.14,-81
129.2,-84
129.25,-84
129.3,-87
129.36,-89
129.45,-91
129.52,-92
129.61,-95
129.67,-97
129.75,-100
129.81,-101
129.86,-102
129.97,-103
130.02,-105
130.08,-107
130.17,-111
130.24,-111
130.36,-112
130.45,-116
130.52,-118
130.58,-118
130.67,-122
130.74,-122
130.83,-123
130.94,-127
130.99,-129
131.05,-131
131.14,-132
131.2,-132
131.27,-132
131.36,-135
131.42,-137
131.47,-139
131.52,-140
131.58,-141
131.67,-142
131.72,-143
131.78,-145
131.86,-147
131.97,-150
132.02,-150
132.13,-151
132.24,-153
132.33,-157
132.39,-158
132.44,-159
132.49,-159
132.55,-160
132.64,-163
132.7,-165
132.75,-167
132.8,-168
132.86,-168
132.97,-168
133.02,-169
133.09,-171
133.16,-173
133.25,-176
133.3,-177
133.36,-177
133.47,-179
133.52,-181
133.58,-183
133.67,-185
133.74,-185
133.8,-185
133.89,-186
133.95,-188
134,-190
134.06,-192
134.11,-193
134.2,-193
134.27,-194
134.36,-197
134.47,-199
134.52,-200
134.58,-201
134.67,-201
134.74,-203
134.84,-206
134.95,-209
135.05,-210
135.16,-210
135.22,-211
135.27,-213
135.38,-55
135.52,-50
135.59,-56
135.66,-60
135.72,-64
135.77,-67
135.86,-71
135.92,-71
135.99,-73
136.08,-75
136.17,-81
136.24,-83
136.3,-84
136.39,-85
136.44,-87
136.5,-89
136.55,-91
136.61,-93
136.72,-95
136.77,-95
136.86,-96
136.92,-98
136.97,-100
137.03,-103
137.08,-105
137.19,-106
137.24,-106
137.34,-109
137.45,-112
137.5,-114
137.55,-115
137.61,-115
137.7,-116
137.77,-118
137.88,-122
137.97,-124
138.03,-124
138.08,-125
138.19,-127
138.24,-129
138.3,-132
138.39,-135
138.45,-136
138.5,-136
138.55,-137
138.61,-139
138.72,-141
138.77,-143
139.08,-146
139.14,-150
139.19,-152
139.24,-153
139.3,-153
139.39,-153
139.45,-154
139.5,-155
139.56,-158
139.61,-160
139.67,-161
139.72,-162
139.77,-162
139.88,-164
139.94,-166
139.99,-166
140.08,-170
140.16,-171
140.25,-171
140.3,-172
140.39,-175
140.45,-177
140.52,-178
140.61,-179
140.67,-179
140.72,-179
140.77,-181
140.88,-185
140.99,-187
141.08,-188
141.14,-188
141.19,-190
141.24,-190
141.3,-192
141.41,-195
141.52,-195
141.61,-197
141.67,-199
141.72,-200
141.78,-202
141.83,-203
141.92,-203
141.97,-203
142.03,-204
142.09,-205
142.2,-209
142.25,-210
142.3,-211
142.39,-211
142.45,-212
142.52,-111
142.61,-45
142.7,-55
142.77,-58
142.83,-60
142.92,-65
142.99,-69
143.08,-73
143.14,-74
143.19,-74
143.24,-75
143.3,-75
143.41,-79
143.5,-84
143.56,-86
143.61,-86
143.72,-89
143.77,-91
143.83,-94
143.94,-96
143.99,-97
144.08,-98
144.14,-99
144.19,-101
144.24,-103
144.3,-105
144.41,-107
144.47,-107
144.52,-107
144.61,-108
144.67,-110
144.72,-112
144.78,-114
144.83,-115
144.89,-116
144.99,-117
145.09,-120
145.2,-122
145.25,-124
145.3,-124
145.41,-125
145.47,-126
145.52,-128
145.63,-132
145.74,-133
145.83,-134
145.94,-136
145.99,-138
146.05,-140
146.14,-142
146.2,-142
146.25,-142
146.3,-143
146.42,-147
146.49,-149
146.55,-150
146.66,-151
146.75,-153
146.81,-153
146.86,-155
146.97,-158
147.02,-159
147.08,-159
147.17,-160
147.24,-162
147.33,-166
147.44,-166
147.5,-167
147.55,-167
147.66,-169
147.78,-173
147.83,-174
147.94,-175
148,-175
148.09,-178
148.2,-182
148.25,-183
148.3,-183
148.36,-183
148.47,-184
148.52,-185
148.61,-189
148.67,-190
148.74,-191
148.83,-191
148.94,-194
148.99,-196
149.05,-196
149.16,-199
149.27,-199
149.36,-201
149.47,-205
149.52,-206
149.63,-206
149.74,-206
149.83,-209
149.94,-213
150,-213
150.05,-95
150.14,-51
150.2,-56
150.25,-61
150.3,-64
150.36,-64
150.42,-67
150.47,-69
150.52,-70
150.63,-74
150.69,-77
150.74,-79
150.83,-83
150.94,-85
150.99,-85
151.05,-86
151.14,-91
151.2,-93
151.25,-95
151.31,-95
151.36,-96
151.45,-98
151.52,-100
151.63,-103
151.72,-106
151.8,-106
151.89,-107
151.95,-109
152,-111
152.05,-113
152.16,-115
152.25,-116
152.31,-116
152.36,-118
152.47,-121
152.53,-122
152.63,-122
152.69,-122
152.78,-125
152.89,-130
152.95,-130
153.05,-132
153.16,-133
153.25,-137
153.31,-139
153.36,-140
153.47,-141
153.53,-141
153.58,-141
153.67,-144
153.8,-148
153.89,-149
153.95,-149
154.05,-151
154.16,-155
154.22,-156
154.27,-156
154.36,-157
154.49,-157
154.58,-161
154.69,-164
154.74,-164
154.83,-165
154.91,-165
155,-169
155.05,-172
155.16,-174
155.22,-174
155.27,-174
155.36,-176
155.42,-178
155.47,-179
155.53,-179
155.58,-180
155.69,-179
155.74,-180
155.84,-183
155.95,-186
156,-187
156.05,-187
156.11,-188
156.22,-189
156.27,-190
156.36,-194
156.42,-195
156.49,-195
156.58,-195
156.67,-199
156.74,-201
156.8,-202
156.89,-203
156.95,-202
157,-203
157.05,-204
157.11,-205
157.2,-209
157.27,-210
157.38,-210
157.49,-210
157.58,-144
157.69,-51
157.74,-55
157.8,-58
157.89,-63
157.95,-66
158,-70
158.05,-72
158.11,-72
158.2,-75
158.27,-76
158.36,-80
158.42,-83
158.47,-85
158.52,-87
158.58,-88
158.69,-89
158.75,-91
158.8,-91
158.92,-95
158.99,-98
159.08,-99
159.19,-100
159.24,-101
159.3,-104
159.41,-107
159.5,-108
159.56,-109
159.61,-110
159.72,-114
159.77,-114
159.83,-116
159.92,-117
159.99,-117
160.08,-120
160.14,-123
160.19,-124
160.25,-126
160.3,-126
160.36,-127
160.45,-127
160.5,-128
160.56,-130
160.61,-133
160.67,-134
160.72,-135
160.77,-135
160.83,-135
160.94,-138
160.99,-140
161.09,-142
161.19,-143
161.25,-144
161.3,-144
161.44,-147
161.49,-149
161.59,-152
161.7,-152
161.75,-153
161.8,-155
161.91,-159
161.99,-160
162.06,-160
162.14,-161
162.19,-162
162.25,-165
162.3,-166
162.41,-168
162.5,-169
162.56,-169
162.61,-170
162.72,-174
162.78,-176
162.83,-177
162.92,-177
162.97,-177
163.03,-177
163.08,-179
163.14,-181
163.19,-183
163.24,-184
163.3,-185
163.36,-185
163.45,-186
163.52,-188
163.63,-190
163.7,-192
163.75,-193
163.81,-193
163.86,-193
163.97,-194
164.05,-198
164.11,-199
164.22,-200
164.27,-200
164.33,-201
164.42,-205
164.49,-207
164.59,-208
164.69,-208
164.74,-209
164.8,-117
164.86,-40
164.95,-47
165.05,-50
165.14,-54
165.2,-57
165.25,-60
165.3,-63
165.41,-67
165.52,-69
165.61,-71
165.67,-73
165.72,-76
165.77,-78
165.83,-80
165.94,-81
165.99,-82
166.09,-86
166.2,-90
166.25,-90
166.31,-91
166.36,-92
166.47,-93
166.52,-95
166.61,-100
166.67,-101
166.74,-102
166.83,-103
166.94,-104
166.99,-106
167.09,-110
167.19,-111
167.25,-112
167.3,-112
167.36,-114
167.42,-116
167.52,-118
167.63,-120
167.74,-120
167.84,-124
167.92,-128
167.99,-129
168.09,-130
168.16,-131
168.27,-132
168.36,-136
168.42,-138
168.47,-138
168.52,-138
168.58,-138
168.67,-142
168.74,-143
168.91,-146
169.02,-147
169.13,-149
169.24,-153
169.33,-154
169.39,-154
