时间,微压差
48.08,0
48.13,0
48.24,1
48.33,0
48.39,0
48.5,-1
48.59,1
48.66,1
48.75,0
48.81,-1
48.92,-1
49.02,0
49.08,1
49.13,1
49.24,0
49.34,-1
49.44,1
49.5,1
49.59,0
49.66,0
49.77,-1
49.86,0
49.92,1
50.02,1
50.08,0
50.13,-1
50.19,-1
50.24,0
50.34,0
50.44,1
50.5,1
50.61,-1
50.7,0
50.77,0
50.86,1
50.92,1
51.03,-1
51.13,-1
51.19,0
51.24,1
51.34,1
51.45,-1
51.55,0
51.61,0
51.7,1
51.77,1
51.88,-1
51.97,-1
52.03,0
52.13,1
52.19,1
52.24,1
52.34,-1
52.45,-1
52.55,1
52.61,1
52.7,0
52.77,-1
52.88,-1
52.97,0
53.03,1
53.13,0
53.19,0
53.24,-1
53.3,-1
53.39,1
53.45,1
53.55,1
53.61,0
53.72,-1
53.77,-1
53.88,1
53.97,1
54.03,0
54.14,-1
54.24,0
54.3,1
54.39,1
54.45,0
54.56,-1
54.66,0
54.72,1
54.77,1
54.88,1
54.97,-1
55.03,-1
55.14,0
55.24,1
55.3,1
55.39,-1
55.45,-1
55.56,0
55.66,1
55.72,1
55.77,0
55.88,-1
55.99,0
56.08,1
56.14,1
56.24,0
56.3,-1
56.41,0
56.5,1
56.56,1
56.66,-1
56.72,-1
56.77,-1
56.83,-1
56.88,0
56.99,1
57.08,0
57.14,0
57.25,0
57.34,1
57.41,1
57.5,1
57.56,0
57.66,-1
57.72,0
57.77,1
57.83,1
57.88,1
57.99,-1
58.08,-1
58.14,-1
58.25,1
58.34,1
58.41,0
58.5,-1
58.56,0
58.67,1
58.77,1
58.83,1
58.88,0
58.99,-1
59.09,0
59.19,1
59.25,0
59.34,-1
59.41,-1
59.52,0
59.61,1
59.67,1
59.77,-1
59.83,-1
59.88,0
59.94,1
59.99,1
60.09,1
60.19,0
60.25,-1
60.36,0
60.45,1
60.52,1
60.61,-1
60.67,-1
60.78,-1
60.88,1
60.94,1
60.99,1
61.09,-1
61.2,0
61.3,1
61.36,1
61.45,0
61.52,0
61.63,-1
61.72,1
61.78,1
61.88,0
61.94,0
61.99,-1
62.05,-1
62.14,1
62.2,1
62.3,0
62.36,0
62.45,-1
62.52,0
62.63,1
62.72,1
62.78,0
62.88,-1
62.94,-1
62.99,0
63.05,1
63.14,1
63.2,0
63.3,-1
63.36,-1
63.47,0
63.52,1
63.63,0
63.72,-1
63.78,-1
63.89,0
63.99,1
64.05,1
64.14,-1
64.2,-1
64.31,1
64.41,1
64.47,0
64.56,0
64.63,-1
64.74,0
64.83,1
64.89,1
64.99,0
65.05,-1
65.16,0
65.25,1
65.31,1
65.41,0
65.47,-1
65.56,0
65.63,1
65.74,1
65.83,1
65.89,-1
65.99,-1
66.05,0
66.16,1
66.25,0
66.31,-1
66.41,-1
66.47,-1
66.58,1
66.67,0
66.74,0
66.83,-1
66.89,0
67,1
67.09,0
67.16,0
67.25,-1
67.31,0
67.42,1
67.52,1
67.58,0
67.67,-1
67.74,0
67.84,1
67.94,1
68,0
68.09,-1
68.16,-1
68.27,1
68.36,1
68.42,1
68.52,-1
68.58,-1
68.69,0
68.78,-1
68.84,-2
68.94,-5
69,-6
69.09,-6
69.16,-6
69.27,-7
69.36,-10
69.42,-12
69.53,-13
69.63,-14
69.69,-15
69.78,-18
69.84,-20
69.94,-24
70,-25
70.11,-29
70.2,-35
70.27,-38
70.36,-41
70.42,-42
70.53,-45
70.63,-50
70.69,-53
70.78,-57
70.84,-58
70.95,-60
71.05,-63
71.11,-66
71.2,-70
71.27,-71
71.38,-73
71.47,-78
71.53,-81
71.63,-84
71.69,-84
71.8,-86
71.89,-90
71.95,-92
72.05,-96
72.11,-98
72.22,-100
72.31,-101
72.38,-103
72.47,-108
72.53,-110
72.64,-111
72.74,-114
72.8,-117
72.89,-122
72.95,-122
73.05,-124
73.11,-124
73.22,-128
73.31,-133
73.38,-134
73.47,-136
73.53,-137
73.64,-139
73.74,-144
73.84,-147
73.95,-149
74.06,-151
74.16,-156
74.22,-158
74.31,-159
74.38,-160
74.49,-162
74.58,-167
74.64,-169
74.77,-172
74.88,-173
74.99,-178
75.08,-183
75.14,-184
75.24,-185
75.3,-186
75.41,-189
75.5,-194
75.56,-196
75.66,-198
75.72,-199
75.83,-203
75.92,-205
75.99,-208
76.08,-210
76.14,-211
76.25,-214
76.34,-219
76.41,-221
76.5,-222
76.56,-223
76.67,-225
76.77,-230
76.83,-232
76.92,-235
76.99,-235
77.08,-238
77.14,-241
77.25,-243
77.34,-217
77.41,-79
77.5,-83
77.56,-89
77.67,-98
77.77,-103
77.83,-103
77.92,-107
77.99,-110
78.09,-117
78.19,-122
78.25,-124
78.34,-127
78.41,-129
78.52,-132
78.61,-138
78.67,-140
78.77,-142
78.83,-144
78.94,-149
79.03,-154
79.09,-155
79.19,-156
79.25,-157
79.36,-162
79.45,-167
79.52,-169
79.61,-171
79.69,-172
79.75,-175
79.86,-180
79.95,-183
80.02,-184
80.11,-185
80.17,-187
80.28,-192
80.38,-196
80.44,-197
80.53,-199
80.59,-201
80.7,-207
80.8,-209
80.86,-210
80.95,-212
81.02,-214
81.13,-219
81.22,-223
81.28,-224
81.38,-225
81.44,-226
81.53,-231
81.59,-233
81.7,-237
81.8,-239
81.86,-240
81.95,-245
82.02,-245
82.13,-72
82.22,-85
82.28,-89
82.38,-97
82.44,-100
82.55,-107
82.64,-110
82.7,-110
82.8,-115
82.86,-119
82.97,-125
83.06,-128
83.13,-130
83.22,-135
83.28,-138
83.39,-140
83.49,-144
83.59,-146
83.7,-152
83.8,-157
83.86,-158
83.97,-160
84.06,-162
84.13,-165
84.22,-170
84.28,-172
84.39,-174
84.49,-177
84.55,-180
84.64,-183
84.7,-185
84.81,-188
84.91,-190
84.97,-193
85.06,-198
85.13,-200
85.24,-202
85.33,-203
85.39,-205
85.49,-210
85.55,-213
85.66,-215
85.75,-217
85.81,-219
85.91,-222
85.97,-224
86.08,-227
86.17,-229
86.24,-231
86.33,-236
86.39,-238
86.5,-241
86.59,-241
86.66,-243
86.75,-113
86.81,-85
86.91,-97
86.97,-100
87.08,-106
87.17,-113
87.24,-113
87.33,-120
87.39,-122
87.5,-125
87.59,-131
87.66,-134
87.75,-138
87.81,-140
87.92,-141
88.08,-149
88.17,-154
88.24,-155
88.34,-157
88.44,-162
88.5,-162
88.59,-167
88.66,-169
88.78,-171
88.84,-172
88.94,-177
89,-180
89.09,-184
89.16,-185
89.27,-187
89.36,-193
89.42,-195
89.52,-197
89.58,-198
89.69,-200
89.78,-205
89.84,-207
89.94,-211
90,-212
90.11,-213
90.2,-217
90.27,-220
90.36,-224
90.42,-225
90.53,-227
90.63,-231
90.69,-233
90.78,-236
90.84,-237
90.95,-239
91.05,-242
91.11,-241
91.2,-87
91.27,-93
91.38,-100
91.47,-103
91.53,-108
91.63,-115
91.69,-117
91.8,-121
91.89,-126
91.95,-129
92.05,-132
92.11,-134
92.2,-137
92.27,-139
92.38,-143
92.47,-149
92.53,-151
92.63,-153
92.69,-155
92.8,-157
92.89,-163
92.95,-165
93.05,-167
93.11,-168
93.22,-173
93.31,-178
93.38,-178
93.47,-181
93.53,-182
93.64,-185
93.74,-191
93.8,-193
93.89,-195
93.95,-196
94.06,-198
94.16,-203
94.22,-205
94.31,-208
94.38,-209
94.49,-212
94.58,-217
94.64,-217
94.74,-220
94.8,-221
94.91,-224
95,-229
95.06,-231
95.16,-234
95.22,-235
95.31,-236
95.38,-238
95.49,-243
95.58,-240
95.64,-97
95.74,-44
95.8,-51
95.91,-62
96,-65
96.06,-68
96.16,-73
96.22,-76
96.33,-83
96.42,-89
96.49,-90
96.58,-92
96.64,-94
96.75,-99
96.84,-105
96.91,-106
97,-109
97.06,-111
97.17,-116
97.27,-119
97.33,-121
97.42,-123
97.49,-125
97.59,-130
97.69,-135
97.75,-136
97.84,-139
97.91,-139
98.02,-143
98.11,-148
98.17,-150
98.27,-152
98.33,-153
98.44,-158
98.53,-161
98.59,-163
98.69,-165
98.75,-166
98.86,-170
98.95,-175
99.02,-176
99.11,-178
99.17,-180
99.27,-181
99.33,-184
99.44,-189
99.53,-191
99.59,-192
99.69,-196
99.75,-199
99.86,-201
99.95,-204
100.02,-205
100.11,-208
100.17,-210
100.28,-215
100.38,-217
100.44,-218
100.53,-219
100.59,-222
100.7,-227
100.8,-229
100.86,-230
100.95,-233
101.02,-235
101.13,-238
101.22,-241
101.28,-242
101.38,-244
101.44,-127
101.55,-79
101.64,-88
101.7,-91
101.8,-93
101.86,-97
101.97,-104
102.06,-110
102.13,-111
102.22,-115
102.28,-118
102.39,-124
102.49,-126
102.55,-128
102.64,-131
102.7,-133
102.8,-138
102.86,-141
102.97,-144
103.13,-146
103.22,-151
103.28,-154
103.39,-158
103.49,-160
103.55,-161
103.64,-167
103.7,-169
103.83,-171
103.89,-173
103.99,-176
104.05,-176
104.14,-182
104.2,-184
104.31,-185
104.41,-188
104.47,-191
104.56,-196
104.63,-197
104.74,-198
104.83,-201
104.89,-203
104.99,-208
105.05,-210
105.16,-211
105.25,-214
105.31,-217
105.41,-219
105.47,-222
105.58,-224
105.67,-226
105.74,-228
105.83,-233
105.89,-235
106,-236
106.09,-237
106.16,-239
106.25,-244
106.31,-246
106.42,-86
106.52,-92
106.58,-96
106.67,-101
106.74,-105
106.83,-111
106.89,-112
107,-117
107.09,-124
107.16,-127
107.25,-130
107.31,-130
107.42,-133
107.52,-139
107.58,-141
107.67,-144
107.74,-145
107.81,-147
107.92,-151
108.02,-156
108.08,-158
108.17,-159
108.24,-161
108.34,-163
108.44,-168
108.52,-171
108.59,-171
108.66,-173
108.77,-178
108.86,-183
108.92,-183
109.02,-185
109.08,-186
109.19,-190
109.28,-195
109.34,-197
109.44,-198
109.5,-199
109.61,-201
109.7,-206
109.77,-208
109.86,-210
109.92,-211
110.02,-215
110.08,-218
110.19,-220
110.28,-222
110.34,-223
110.44,-226
110.5,-229
110.61,-233
110.7,-235
110.77,-236
110.86,-237
110.92,-240
111.03,-244
111.22,-60
111.31,-73
111.42,-83
111.53,-89
111.63,-93
111.69,-96
111.78,-103
111.84,-103
111.95,-108
112.05,-111
112.11,-113
112.2,-119
112.27,-121
112.38,-125
112.47,-127
112.53,-128
112.63,-132
112.69,-135
112.8,-140
112.89,-142
112.95,-143
113.08,-148
113.19,-152
113.3,-154
113.39,-157
113.45,-157
113.55,-162
113.61,-164
113.72,-166
113.81,-168
113.88,-171
113.97,-176
114.03,-178
114.14,-179
114.24,-181
114.3,-182
114.39,-187
114.45,-190
114.56,-192
114.66,-194
114.72,-194
114.81,-199
114.88,-201
114.99,-204
115.08,-205
115.14,-207
115.24,-212
115.3,-214
115.41,-216
115.5,-217
115.56,-219
115.66,-223
115.72,-225
115.81,-228
115.88,-229
115.99,-231
116.08,-234
116.14,-236
116.24,-239
116.3,-240
116.41,-242
116.5,-149
116.56,-65
116.66,-72
116.72,-78
116.83,-84
116.92,-92
116.99,-95
117.08,-101
117.14,-103
117.25,-107
117.34,-109
117.41,-113
117.5,-118
117.56,-120
117.67,-122
117.77,-127
117.83,-129
117.92,-134
117.99,-134
118.09,-136
118.19,-140
118.25,-143
118.39,-147
118.45,-149
118.52,-151
118.61,-152
118.67,-155
118.77,-160
118.83,-161
118.92,-163
118.99,-165
119.09,-169
119.19,-174
119.25,-175
119.34,-175
119.41,-177
119.52,-181
119.61,-186
119.67,-187
119.77,-189
119.83,-190
119.94,-192
120.03,-197
120.09,-198
120.19,-200
120.25,-201
120.36,-206
120.45,-210
120.52,-211
120.61,-212
120.67,-213
120.78,-216
120.88,-221
120.94,-222
121.03,-223
121.09,-225
121.2,-226
121.3,-231
121.36,-233
121.45,-235
121.52,-236
121.63,-239
121.72,-244
121.78,-245
121.88,-221
121.94,-83
122.03,-87
122.09,-93
122.2,-101
122.3,-106
122.36,-108
122.45,-113
122.52,-113
122.63,-120
122.72,-124
122.78,-125
122.88,-128
122.94,-131
123.05,-137
123.14,-138
123.2,-139
123.3,-142
123.36,-144
123.47,-149
123.56,-152
123.63,-153
123.72,-156
123.78,-159
123.89,-161
123.99,-165
124.05,-166
124.14,-168
124.2,-170
124.31,-175
124.41,-178
124.47,-178
124.56,-180
124.63,-181
124.74,-186
124.83,-190
124.89,-191
124.99,-193
125.05,-195
125.14,-198
125.2,-200
125.31,-202
125.41,-204
125.47,-206
125.56,-211
125.63,-213
125.74,-214
125.83,-216
125.89,-217
125.99,-222
126.05,-224
126.16,-226
126.25,-228
126.31,-229
126.41,-232
126.47,-234
126.58,-237
126.67,-239
126.74,-240
126.83,-244
126.89,-246
127,-92
127.09,-99
127.16,-103
127.25,-111
127.31,-115
127.42,-121
127.52,-124
127.58,-126
127.67,-129
127.74,-133
127.83,-137
127.89,-139
128,-141
128.05,-144
128.16,-150
128.25,-153
128.31,-154
128.36,-154
128.42,-155
128.47,-157
128.52,-160
128.58,-163
128.67,-166
128.74,-167
128.84,-170
128.94,-174
129,-174
129.05,-177
129.16,-180
129.27,-182
129.36,-186
129.42,-189
129.47,-191
129.52,-192
129.58,-193
129.69,-194
129.74,-195
129.84,-200
129.94,-204
130,-205
130.05,-206
130.16,-208
130.27,-211
130.36,-216
130.42,-217
130.47,-218
130.53,-218
130.58,-220
130.69,-224
130.74,-226
130.84,-229
130.94,-230
131,-231
131.05,-233
131.11,-235
131.2,-239
131.27,-241
131.36,-242
131.42,-243
131.47,-245
131.53,-113
131.58,-113
131.69,-105
131.74,-110
131.84,-115
131.95,-121
132,-124
132.05,-127
132.11,-129
132.2,-131
132.27,-132
132.38,-136
132.47,-142
132.53,-144
132.58,-146
132.69,-148
132.74,-150
132.8,-152
132.89,-155
132.95,-158
133,-159
133.05,-160
133.11,-161
133.2,-165
133.27,-167
133.38,-172
133.47,-174
133.53,-174
133.58,-175
133.69,-180
133.74,-182
133.8,-185
133.89,-187
133.95,-188
134,-189
134.05,-191
134.11,-194
134.22,-196
134.27,-198
134.38,-200
134.47,-203
134.53,-205
134.58,-208
134.64,-210
134.69,-212
134.74,-212
134.8,-212
134.89,-214
134.95,-216
135,-218
135.06,-221
135.11,-223
135.22,-224
135.27,-226
135.38,-229
135.47,-232
135.53,-234
135.58,-235
135.64,-236
135.69,-236
135.74,-238
135.8,-240
135.89,-245
135.95,-245
136,-105
136.06,-64
136.11,-64
136.22,-76
136.27,-81
136.38,-90
136.49,-95
136.58,-99
136.64,-101
136.69,-105
136.74,-105
136.8,-108
136.91,-112
137,-115
137.06,-117
137.11,-120
137.22,-126
137.27,-127
137.33,-129
137.42,-129
137.49,-131
137.58,-136
137.64,-139
137.69,-141
137.75,-142
137.8,-143
137.91,-146
138,-151
138.06,-151
138.11,-153
138.22,-156
138.27,-157
138.33,-158
138.42,-163
138.49,-165
138.59,-168
138.69,-168
138.75,-170
138.8,-171
138.91,-176
139,-180
139.06,-181
139.11,-181
139.17,-183
139.22,-185
139.27,-188
139.33,-190
139.42,-191
139.49,-192
139.59,-194
139.69,-198
139.75,-201
139.8,-203
139.91,-205
140.02,-205
140.11,-209
140.17,-212
140.22,-213
140.27,-215
140.33,-216
140.44,-217
140.49,-219
140.59,-224
140.69,-226
140.75,-228
140.8,-228
140.86,-229
140.95,-232
141.02,-235
141.11,-238
141.17,-239
141.22,-240
141.28,-240
141.33,-240
141.44,-244
141.49,-246
141.59,-84
141.69,-94
141.75,-97
141.8,-101
141.86,-105
141.95,-109
142.02,-112
142.11,-115
142.17,-117
142.22,-120
142.28,-123
142.33,-126
142.44,-130
142.49,-131
142.59,-132
142.7,-137
142.75,-140
142.8,-142
142.86,-144
143,-146
143.06,-150
143.13,-152
143.22,-155
143.28,-157
143.33,-158
143.44,-160
143.49,-161
143.55,-164
143.64,-169
143.7,-170
143.75,-171
143.83,-172
143.94,-175
143.99,-178
144.05,-180
144.14,-183
144.2,-183
144.25,-184
144.3,-185
144.36,-186
144.47,-191
144.52,-193
144.63,-195
144.72,-197
144.78,-199
144.83,-199
144.89,-202
144.94,-204
144.99,-206
145.05,-207
145.14,-209
145.2,-210
145.25,-212
145.31,-215
145.36,-217
145.47,-219
145.52,-219
145.63,-221
145.72,-225
145.78,-228
145.83,-229
145.89,-230
145.94,-231
145.99,-232
146.05,-233
146.14,-235
146.2,-238
146.25,-240
146.31,-241
146.36,-242
146.47,-243
146.52,-236
146.63,-87
146.74,-98
146.83,-100
146.89,-103
146.94,-106
146.99,-109
147.05,-113
147.16,-118
147.25,-121
147.31,-123
147.36,-126
147.47,-129
147.52,-132
147.58,-134
147.67,-136
147.74,-138
147.83,-143
147.89,-145
147.97,-148
148.02,-150
148.08,-150
148.17,-153
148.24,-155
148.33,-160
148.39,-162
148.44,-162
148.5,-163
148.55,-164
148.66,-167
148.75,-172
148.81,-174
148.86,-175
148.92,-176
148.97,-177
149.02,-178
149.08,-178
149.17,-183
149.24,-185
149.34,-188
149.44,-190
149.5,-192
149.55,-194
149.66,-199
149.75,-200
149.81,-201
149.86,-202
149.92,-203
149.97,-205
150.02,-207
150.08,-210
150.17,-212
150.24,-213
150.34,-214
150.44,-218
150.5,-220
150.55,-222
150.66,-224
150.77,-226
150.86,-231
150.92,-233
150.97,-234
151.02,-234
151.08,-235
151.19,-236
151.24,-237
151.34,-242
151.44,-164
151.5,-55
151.55,-58
151.61,-64
151.7,-69
151.77,-74
151.86,-81
151.92,-84
151.97,-85
152.02,-87
152.08,-90
152.19,-97
152.24,-100
152.34,-102
152.44,-105
152.5,-106
152.55,-109
152.61,-112
152.7,-117
152.77,-118
152.86,-121
152.92,-123
152.97,-123
153.03,-126
153.08,-129
153.19,-133
153.24,-133
153.34,-136
153.45,-141
153.5,-144
153.55,-145
153.66,-147
153.77,-149
153.88,-153
153.97,-158
154.03,-159
154.08,-160
154.19,-162
154.24,-162
154.34,-167
154.47,-171
154.53,-172
154.58,-172
154.69,-175
154.74,-178
154.8,-181
154.89,-184
154.95,-185
155,-185
155.05,-187
155.11,-189
155.22,-192
155.27,-194
155.38,-196
155.47,-198
155.53,-200
155.58,-203
155.69,-207
155.74,-208
155.8,-209
155.89,-210
155.95,-211
156,-213
156.05,-216
156.11,-218
156.22,-220
156.27,-221
156.38,-224
156.47,-228
156.53,-228
156.58,-230
156.64,-231
156.69,-232
156.74,-233
156.8,-234
156.89,-238
156.95,-241
157,-242
157.06,-243
157.11,-243
157.22,-216
157.27,-81
157.38,-89
157.49,-97
157.58,-102
157.64,-105
157.69,-108
157.74,-112
157.8,-112
157.91,-117
158,-120
158.06,-122
158.11,-124
158.22,-130
158.27,-133
158.38,-135
158.49,-136
158.58,-140
158.64,-144
158.69,-146
158.74,-148
158.8,-149
158.91,-151
159,-156
159.06,-158
159.11,-158
159.22,-161
159.27,-162
159.33,-163
159.42,-167
159.49,-170
159.58,-174
159.64,-175
159.69,-175
159.75,-175
159.8,-177
159.91,-181
160,-186
160.06,-187
160.11,-188
160.17,-188
160.22,-190
160.27,-192
160.33,-195
160.42,-197
160.49,-198
160.59,-200
160.69,-203
160.75,-206
160.8,-208
160.91,-211
161.02,-212
161.11,-214
161.17,-216
161.22,-219
161.27,-221
161.33,-222
161.42,-224
161.49,-224
161.59,-229
161.69,-231
161.75,-233
161.8,-234
161.91,-235
162.02,-239
162.11,-243
162.17,-245
162.22,-245
162.27,-124
162.33,-124
162.44,-88
162.49,-94
162.59,-102
162.69,-107
162.75,-109
162.8,-111
162.86,-114
162.95,-121
163.02,-121
163.11,-124
163.17,-126
163.22,-127
163.28,-130
163.33,-133
163.44,-138
163.49,-139
163.59,-141
163.7,-143
163.75,-146
163.8,-148
163.86,-151
163.95,-153
164.02,-154
164.11,-157
164.17,-160
164.22,-162
164.28,-162
164.33,-164
164.44,-166
164.49,-167
164.61,-171
164.67,-173
164.72,-176
164.78,-177
164.83,-177
164.94,-179
164.99,-181
165.09,-186
165.2,-188
165.25,-188
165.3,-189
165.36,-190
165.45,-194
165.52,-196
165.63,-199
165.72,-201
165.78,-202
165.83,-204
165.94,-207
165.99,-209
166.05,-211
