"time","temper","val"
261016,24,-1.8656
262000,24,-1.8322
263000,24,-1.8021
264000,24,-1.7618
265000,24,-1.7147
266016,24,-1.6658
267016,24,-1.6318
268000,24,-1.6053
269000,24,-1.5923
270000,24,-1.5709
271000,24,-1.5383
272016,24,-1.5050
273000,24,-1.4711
274000,24,-1.4305
275016,24,-1.3901
276000,24,-1.3680
277016,24,-1.3446
278016,24,-1.3152
279000,24,-1.2836
280016,24,-1.2583
281000,24,-1.2257
282000,24,-1.1957
283000,24,-1.1547
284000,24,-1.1029
285016,24,-1.0551
286016,24,-1.0212
287000,24,-1.0025
288016,24,-0.9977
289016,24,-1.0139
290016,24,-1.0260
291000,24,-1.0220
292016,24,-1.0012
293000,24,-0.9784
294016,24,-0.9479
295000,24,-0.9315
296000,24,-0.9124
297016,24,-0.8951
298000,24,-0.8828
299000,24,-0.8953
300016,24,-0.9069
301016,24,-0.9128
302016,24,-0.9022
303016,24,-0.8883
304000,24,-0.8714
305016,24,-0.8491
306000,24,-0.8274
307016,24,-0.7984
308016,24,-0.7724
309016,24,-0.7436
310016,24,-0.7185
311000,24,-0.6999
312000,24,-0.6946
313016,24,-0.6944
314016,24,-0.6802
315016,24,-0.6556
316016,24,-0.6273
317000,24,-0.6099
318000,24,-0.6029
319016,24,-0.6111
320016,24,-0.6179
321000,24,-0.6358
322000,24,-0.6528
323000,24,-0.6631
324000,24,-0.6683
325000,24,-0.6711
326000,24,-0.6755
327016,24,-0.6625
328016,24,-0.6393
329000,24,-0.6100
330000,24,-0.5861
331000,24,-0.5679
332000,24,-0.5623
333016,24,-0.5594
334016,24,-0.5711
335000,24,-0.5813
336000,24,-0.5826
337000,24,-0.5806
338000,24,-0.5681
339000,24,-0.5556
340000,24,-0.5385
341016,24,-0.5295
342000,24,-0.5266
343000,24,-0.5255
344000,24,-0.5372
345000,24,-0.5682
346000,24,-0.5926
347016,24,-0.6074
348000,24,-0.6097
349016,24,-0.6131
350000,24,-0.6086
351016,24,-0.5959
352016,24,-0.5774
353000,24,-0.5611
354000,24,-0.5402
355016,24,-0.5111
356016,24,-0.4874
357000,24,-0.4741
358000,24,-0.4737
359016,24,-0.4753
360016,24,-0.4781
361016,24,-0.4805
362016,24,-0.4822
363016,24,-0.4771
364000,24,-0.4657
365016,24,-0.4536
366016,24,-0.4549
367016,24,-0.4623
368000,24,-0.4718
369000,24,-0.4705
370016,24,-0.4562
371000,24,-0.4448
372000,24,-0.4429
373016,24,-0.4394
374000,24,-0.4240
375016,24,-0.3985
376016,24,-0.3684
377000,24,-0.3322
378016,24,-0.3004
379016,24,-0.2794
380016,24,-0.2789
381016,24,-0.2914
382016,24,-0.3146
383016,24,-0.3512
384000,24,-0.3884
385000,24,-0.4234
386000,24,-0.4446
387000,24,-0.4558
388016,24,-0.4654
389000,24,-0.4682
390016,24,-0.4696
391000,24,-0.4811
392000,24,-0.4835
393000,24,-0.4839
394016,24,-0.4789
395000,24,-0.4591
396016,24,-0.4377
397016,24,-0.4144
398000,24,-0.3949
399000,24,-0.3743
400016,24,-0.3632
401016,24,-0.3662
402000,24,-0.3580
403000,24,-0.3511
404000,24,-0.3547
405016,24,-0.3691
406016,24,-0.3945
407016,24,-0.4218
408016,24,-0.4410
409000,24,-0.4553
410000,24,-0.4660
411000,24,-0.4736
412016,24,-0.4733
413000,24,-0.4723
414000,24,-0.4725
415000,24,-0.4739
416016,24,-0.4700
417016,24,-0.4618
418000,24,-0.4516
419000,24,-0.4342
420016,24,-0.4118
421016,24,-0.4104
422016,24,-0.6122
423016,24,-1.1388
424000,24,-1.7853
425016,24,-2.3430
426000,24,-2.3702
427016,24,-1.9556
428000,24,-1.4393
429016,24,-1.1925
430000,24,-0.9913
431000,24,-0.8604
432016,24,-0.9315
433016,24,-1.2826
434016,24,-1.7133
435016,24,-2.0247
436016,24,-2.2432
437016,24,-1.8481
438016,24,1.1003
439000,24,8.7151
440000,24,21.3355
441000,24,37.8755
442016,24,65.6059
443000,24,85.7455
444016,24,106.4128
445016,24,117.8438
446000,24,135.7260
447000,24,151.1411
448016,24,162.8272
449016,24,171.0828
450000,24,175.9044
451000,24,178.0529
452016,24,177.9592
453000,24,176.2695
454000,24,173.5328
455000,24,170.1355
456016,24,165.9141
457016,24,160.8381
458000,24,154.9997
459016,24,148.9652
460000,24,142.9397
461000,24,136.5909
462000,24,130.3647
463000,24,123.8168
464000,24,117.4991
465000,24,110.9630
466000,24,104.6822
467016,24,98.2143
468000,24,92.0523
469016,24,85.7692
470000,24,79.9256
471000,24,74.1913
472016,24,69.0448
473000,24,64.1591
474016,24,59.4389
475000,24,54.8555
476016,24,50.2780
477016,24,45.8860
478000,24,41.6096
479016,24,33.2621
480000,24,29.7079
481016,24,27.4908
482016,24,27.9797
483016,24,25.4451
484016,24,23.1956
485000,24,21.2011
486000,24,19.4589
487000,24,17.8839
488016,24,16.4604
489016,24,15.1255
490000,24,13.9056
491016,24,12.7784
492000,24,11.7804
493000,24,10.9021
494016,24,10.1333
495016,24,9.4579
496016,24,8.8371
497000,24,8.2758
498016,24,7.7571
499016,24,7.2971
500000,24,6.8973
501016,24,6.5304
502000,24,6.1923
503000,24,5.8738
504016,24,5.5835
505016,24,5.3145
506016,24,5.0714
507000,24,4.8539
508016,24,4.6446
509000,24,4.4595
510000,24,4.2975
511000,24,4.1584
512016,24,4.0172
513016,24,3.8799
514016,24,3.7554
515016,24,3.6358
516016,24,3.5357
517000,24,3.4390
518000,24,3.3462
519016,24,3.2507
520016,24,3.1659
521016,24,3.0870
522016,24,3.0201
523000,24,2.9661
524000,24,2.9225
525000,24,2.8672
526016,24,2.8164
527000,24,2.7658
528016,24,2.7239
529016,24,2.6765
530000,24,2.6318
531000,24,2.5908
532000,24,2.5420
533016,24,2.5093
534016,24,2.4809
535000,24,2.4531
536016,24,2.4330
537000,24,2.4056
538000,24,2.3743
539016,24,2.3434
540000,24,2.3236
541000,24,2.2986
542016,24,2.2777
543000,24,2.2590
544016,24,2.2391
545000,24,2.2123
546000,24,2.1902
547016,24,2.1623
548016,24,2.1362
549016,24,2.1229
550016,24,2.1133
551000,24,2.1087
552000,24,2.1018
553016,24,2.0977
554016,24,2.0869
555016,24,2.0726
556016,24,2.0639
557016,24,2.0558
558000,24,2.0485
559016,24,2.0435
560016,24,2.0210
561016,24,2.0056
562000,24,1.9996
563016,24,2.0098
564016,24,2.0140
565016,24,2.0213
566000,24,2.0329
567016,24,2.0395
568016,24,2.0270
569000,24,1.9992
570016,24,1.9686
571000,24,1.9390
572016,24,1.9227
573000,24,1.9127
574016,24,1.9067
575016,24,1.9047
576016,24,1.8987
577000,24,1.8916
578000,24,1.8933
579000,24,1.8903
580016,24,1.8904
581016,24,1.8872
582016,24,1.8824
583016,24,1.8733
584016,24,1.8688
585000,24,1.8729
586016,24,1.8629
587016,24,1.8529
588000,24,1.8505
589000,24,1.8489
590016,24,1.8527
591016,24,1.8559
592016,24,1.8584
593016,24,1.8608
594000,24,1.8616
595000,24,1.8640
596016,24,1.8628
597000,24,1.8482
598016,24,1.8379
599016,24,1.8343
600000,24,1.8385
601000,24,1.8523
602000,24,1.8577
603000,24,1.8551
604016,24,1.8497
605016,24,1.8434
606000,24,1.8402
607016,24,1.8362
608016,24,1.8436
609016,24,1.8458
610016,24,1.8346
611016,24,1.8321
612000,24,1.8296
613000,24,1.8258
614000,24,1.8276
615016,24,1.8304
616000,24,1.8264
617016,24,1.8217
618016,24,1.8125
619016,24,1.8065
620000,24,1.7319
621000,24,1.2868
622016,24,2.4657
623016,24,3.8665
624000,24,3.0841
625000,24,2.8022
626000,24,2.7665
627000,24,2.6882
628016,24,2.5824
629000,24,2.5168
630016,24,2.5142
631000,24,2.4901
632000,24,2.4481
633016,24,2.3905
634016,24,2.3384
635000,24,2.2990
636000,24,2.2767
637016,24,2.2692
638016,24,2.2681
639000,24,2.3816
640016,24,3.7645
641016,24,11.2421
642000,24,43.5569
643000,24,85.5383
644000,24,129.9101
645016,24,140.8690
646000,24,127.0454
647016,24,93.3924
648016,24,55.9081
649000,24,31.8159
650016,24,17.0324
651000,24,12.9146
652016,24,7.9430
653016,24,5.1580
654016,24,3.5682
655016,24,2.6830
656016,24,2.1697
657000,24,1.8929
658000,24,1.7374
659000,24,1.6497
660000,24,1.6082
661000,24,1.5854
662016,24,1.5721
663016,24,1.5623
664016,24,1.5602
665016,24,1.5696
666016,24,1.5864
667016,24,1.6034
668000,24,1.6117
669016,24,1.6158
670016,24,1.6404
671000,24,1.6536
672016,24,1.6579
673000,24,1.6579
674016,24,1.6617
675000,24,1.6640
676016,24,1.6696
677000,24,1.6785
678016,24,1.6764
679016,24,1.6784
680000,24,1.6877
681016,24,1.6999
682016,24,1.7024
683016,24,1.7037
684000,24,1.6996
685016,24,1.7014
686000,24,1.7056
687016,24,1.7144
688000,24,1.7126
689016,24,1.7144
690016,24,1.7142
691016,24,1.7212
692000,24,1.7289
693016,24,1.7424
694016,24,1.7446
695016,24,1.7326
696000,24,1.7347
697016,24,1.7410
698000,24,1.7430
699016,24,1.7361
700000,24,1.7365
701016,24,1.7435
702016,24,1.7437
703016,24,1.7382
704016,24,1.7415
705016,24,1.7470
706000,24,1.7553
707000,24,1.7599
708016,24,1.7618
709016,24,1.7730
710016,24,1.7820
711000,24,1.7897
712016,24,1.7946
713000,24,1.8000
714016,24,1.8108
715000,24,1.8128
716016,24,1.8206
717016,24,1.8304
718016,24,1.8325
719016,24,1.8402
720000,24,1.8490
721016,24,1.8547
722016,24,1.8631
723000,24,1.8642
724016,24,1.8708
725000,24,1.8786
726016,24,1.8817
727000,24,1.8893
728016,24,1.8918
729016,24,1.9034
730016,24,1.9237
731016,24,1.9358
732016,24,1.9396
733000,24,1.9466
734016,24,1.9560
735000,24,1.9617
736016,24,1.9683
737016,24,1.9689
738016,24,1.9684
739016,24,1.9687
740016,24,1.9773
741016,24,1.9766
742000,24,1.9872
743016,24,1.9985
744000,24,2.0012
745016,24,2.0020
746000,24,2.0009
747000,24,1.9997
748000,24,2.0145
749016,24,2.0287
750016,24,2.0385
751016,24,2.0435
752016,24,2.0410
753016,24,2.0423
754016,24,2.0456
755000,24,2.0519
756016,24,2.0527
757016,24,2.0569
758016,24,2.0574
759016,24,2.0644
760000,24,2.0630
761016,24,2.0652
762016,24,2.0680
763016,24,2.0709
764016,24,2.0868
765016,24,2.0934
766016,24,2.0996
767016,24,2.1055
768016,24,2.1176
769016,24,2.1197
770016,24,2.1197
771000,24,2.1264
772000,24,2.1303
773000,24,2.1400
774016,24,2.1494
775016,24,2.1603
776000,24,2.1696
777000,24,2.1752
778000,24,2.1837
779016,24,2.1880
780016,24,2.1878
781016,24,2.1950
782016,24,2.1948
783016,24,2.1970
784016,24,2.2016
785000,24,2.2042
786016,24,2.2032
787016,24,2.2116
788000,24,2.2210
789016,24,2.2205
