"time","temper","val"
230016,24,0.0321
231000,24,0.0324
232016,24,0.0366
233000,24,0.0400
234016,24,0.0455
235016,24,0.0362
236016,24,0.0295
237016,24,0.0302
238000,24,0.0292
239000,24,0.0275
240000,24,0.0307
241000,24,0.0226
242016,24,0.0228
243000,24,0.0233
244016,24,0.0241
245016,24,0.0206
246000,24,0.0234
247016,24,0.0306
248000,24,0.0355
249016,24,0.0369
250000,24,0.0372
251016,24,0.0318
252016,24,0.0326
253000,24,0.0308
254000,24,0.0284
255000,24,0.0237
256016,24,0.0258
257016,24,0.0286
258016,24,0.0316
259016,24,0.0384
260016,24,0.0379
261000,24,0.0361
262000,24,0.0289
263000,24,0.0250
264000,24,0.0214
265000,24,0.0220
266000,24,0.0295
267000,24,0.0365
268016,24,0.0379
269000,24,0.0296
270000,24,0.0182
271016,24,0.0099
272016,24,0.0130
273016,24,0.0179
274016,24,0.0179
275016,24,0.0223
276016,24,0.0229
277016,24,0.0244
278000,24,0.0187
279016,24,0.0161
280016,24,0.0149
281016,24,0.0224
282000,24,0.0246
283000,24,0.0248
284016,24,0.0188
285000,24,0.0166
286000,24,0.0086
287016,24,0.0014
288016,24,0.0049
289000,24,0.0108
290016,24,0.0144
291000,24,0.0175
292000,24,0.0183
293016,24,0.0199
294000,24,0.0196
295000,24,0.0163
296000,24,0.0160
297016,24,0.0158
298000,24,0.0180
299016,24,0.0143
300000,24,0.0140
301016,24,0.0119
302000,24,0.0097
303016,24,0.0076
304000,24,0.0070
305000,24,0.0029
306000,24,0.0010
307000,24,-0.0003
308016,24,0.0014
309016,24,0.0085
310016,24,0.0131
311016,24,0.0142
312016,24,0.0162
313000,24,0.0135
314016,24,0.0149
315000,24,0.0164
316000,24,0.0193
317016,24,0.0157
318000,24,0.0111
319016,24,0.0109
320000,24,0.0157
321000,24,0.0165
322016,24,0.0186
323016,24,0.0114
324016,24,0.0108
325000,24,0.0113
326000,24,0.0175
327016,24,0.0219
328000,24,0.0225
329000,24,0.0193
330016,24,0.0226
331016,24,0.0209
332000,24,0.0155
333016,24,0.0113
334000,24,0.0084
335016,24,0.0107
336016,24,0.0125
337016,24,0.0124
338016,24,0.0100
339000,24,0.0072
340000,24,0.0054
341016,24,-0.0082
342000,24,-0.0153
343016,24,-0.0172
344016,24,-0.0095
345016,24,-0.0009
346016,24,-0.0031
347016,24,-0.0018
348016,24,-0.0079
349016,24,-0.0190
350016,24,-0.0276
351000,24,-0.0344
352016,24,-0.0479
353000,24,-0.0676
354016,24,-0.0875
355016,24,-0.0943
356016,24,-0.0669
357000,24,0.0247
358016,24,0.0852
359016,24,-0.0605
360000,24,-0.4317
361000,24,-0.8441
362016,24,-1.0508
363000,24,-1.0297
364016,24,-0.9379
365016,24,-0.8362
366016,24,-0.7486
367000,24,-0.6823
368016,24,-0.6326
369000,24,-0.5908
370000,24,-0.5457
371000,24,-0.5145
372016,24,-0.5141
373000,24,-0.5215
374016,24,-0.5289
375016,24,-0.5789
376016,24,-0.7480
377000,24,-0.9816
378016,24,-1.1936
379000,24,-1.3827
380000,24,-1.6546
381016,24,-2.0528
382016,24,-2.6633
383000,24,-3.5474
384000,24,-4.8838
385016,24,-6.8922
386000,24,-9.7296
387016,24,-13.6327
388016,24,-18.6225
389016,24,-24.6853
390000,24,-31.1935
391000,24,-37.8007
392016,24,-43.9306
393000,24,-49.2550
394016,24,-53.6181
395016,24,-57.0282
396000,24,-59.5797
397000,24,-61.4006
398016,24,-62.5793
399016,24,-63.2008
400016,24,-63.4699
401016,24,-63.5473
402016,24,-63.4992
403000,24,-63.3309
404000,24,-63.0814
405016,24,-62.7752
406000,24,-62.4337
407000,24,-62.0563
408000,24,-61.6629
409000,24,-61.2243
410000,24,-60.7051
411016,24,-60.1323
412000,24,-59.6000
413016,24,-59.1290
414000,24,-58.6733
415000,24,-58.1666
416016,24,-57.6730
417016,24,-57.1981
418016,24,-56.7199
419016,24,-56.1757
420016,24,-55.5738
421000,24,-54.9891
422016,24,-54.4077
423000,24,-53.8450
424016,24,-53.2300
425016,24,-52.6465
426016,24,-52.0911
427000,24,-51.5437
428000,24,-50.9820
429016,24,-50.4629
430016,24,-49.9544
431016,24,-49.4919
432016,24,-49.0471
433000,24,-48.5738
434000,24,-48.0743
435016,24,-47.5828
436016,24,-47.1420
437000,24,-46.7281
438000,24,-46.3327
439000,24,-45.9467
440016,24,-45.4848
441000,24,-44.9906
442000,24,-44.5318
443000,24,-44.1080
444000,24,-43.6585
445016,24,-43.2138
446016,24,-42.7752
447016,24,-42.3334
448016,24,-41.8662
449000,24,-41.4205
450000,24,-41.0013
451000,24,-40.6205
452016,24,-40.2327
453000,24,-39.8478
454000,24,-39.4570
455000,24,-39.0668
456000,24,-38.7094
457016,24,-38.3957
458000,24,-38.1112
459000,24,-37.8740
460016,24,-37.6426
461016,24,-37.3488
462000,24,-36.9703
463000,24,-36.5677
464016,24,-36.1785
465000,24,-35.7877
466016,24,-35.3970
467016,24,-35.0217
468000,24,-34.6651
469016,24,-34.3070
470000,24,-33.9687
471000,24,-33.6404
472016,24,-33.3290
473000,24,-33.0282
474000,24,-32.7326
475016,24,-32.4272
476000,24,-32.1465
477000,24,-31.8540
478000,24,-31.5781
479016,24,-31.2881
480016,24,-31.0158
481016,24,-30.7453
482000,24,-30.4966
483000,24,-30.2524
484000,24,-30.0355
485000,24,-29.8074
486000,24,-29.5822
487000,24,-29.3433
488016,24,-29.0919
489000,24,-28.8360
490016,24,-28.5642
491000,24,-28.2646
492016,24,-27.9260
493000,24,-27.5718
494000,24,-27.1937
495016,24,-26.8110
496000,24,-26.4197
497000,24,-26.0242
498000,24,-25.6488
499000,24,-25.2825
500016,24,-24.9261
501000,24,-24.5902
502016,24,-24.2559
503016,24,-23.9339
504000,24,-23.6385
505016,24,-23.3552
506000,24,-23.0886
507000,24,-22.8374
508016,24,-22.6027
509000,24,-22.3663
510016,24,-22.1273
511000,24,-21.8881
512016,24,-21.6468
513000,24,-21.4264
514016,24,-21.2154
515016,24,-21.0142
516016,24,-20.8181
517016,24,-20.6326
518016,24,-20.4481
519016,24,-20.2677
520000,24,-20.0802
521016,24,-19.8796
522000,24,-19.6567
523000,24,-19.4302
524000,24,-19.2058
525000,24,-18.9676
526000,24,-18.7198
527000,24,-18.4768
528016,24,-18.2394
529016,24,-18.0202
530000,24,-17.7987
531016,24,-17.5914
532000,24,-17.3966
533016,24,-17.2024
534000,24,-17.0090
535000,24,-16.8308
536016,24,-16.6503
537000,24,-16.4668
538016,24,-16.2886
539016,24,-16.1188
540016,24,-15.9344
541000,24,-15.7561
542000,24,-15.5713
543016,24,-15.3698
544016,24,-15.1530
545000,24,-14.9382
546016,24,-14.7217
547000,24,-14.4946
548000,24,-14.2700
549016,24,-14.0527
550000,24,-13.8538
551016,24,-13.6533
552000,24,-13.4720
553000,24,-13.2931
554000,24,-13.1275
555000,24,-12.9749
556016,24,-12.8189
557000,24,-12.6590
558016,24,-12.4959
559000,24,-12.3254
560016,24,-12.1428
561016,24,-11.9475
562016,24,-11.7379
563016,24,-11.5263
564016,24,-11.3151
565016,24,-11.1067
566000,24,-10.8890
567016,24,-10.6866
568016,24,-10.4980
569016,24,-10.3145
570000,24,-10.1475
571000,24,-9.9853
572000,24,-9.8254
573016,24,-9.6523
574000,24,-9.4840
575016,24,-9.3123
576016,24,-9.1391
577000,24,-8.9548
578016,24,-8.7736
579016,24,-8.5842
580016,24,-8.4000
581000,24,-8.2194
582016,24,-8.0469
583016,24,-7.8945
584000,24,-7.7369
585016,24,-7.5802
586000,24,-7.4228
587000,24,-7.2760
588000,24,-7.1291
589016,24,-6.9788
590000,24,-6.8395
591016,24,-6.6939
592000,24,-6.5436
593016,24,-6.4019
594016,24,-6.2627
595016,24,-6.1074
596000,24,-5.9566
597000,24,-5.8077
598000,24,-5.6658
599000,24,-5.5204
600000,24,-5.3779
601016,24,-5.2362
602016,24,-5.1073
603016,24,-4.9813
604000,24,-4.8577
605016,24,-4.7385
606000,24,-4.6347
607000,24,-4.5328
608016,24,-4.4252
609016,24,-4.3320
610016,24,-4.2472
611000,24,-4.1565
612016,24,-4.0548
613000,24,-3.9565
614016,24,-3.8636
615016,24,-3.7643
616016,24,-3.6630
617016,24,-3.5712
618000,24,-3.4796
619016,24,-3.3840
620000,24,-3.2988
621016,24,-3.2167
622016,24,-3.1358
623000,24,-3.0492
624000,24,-2.9603
625016,24,-2.8704
626000,24,-2.7747
627000,24,-2.6835
628000,24,-2.6091
629016,24,-2.5484
630000,24,-2.4906
631000,24,-2.4381
632016,24,-2.3948
633000,24,-2.3450
634016,24,-2.2997
635016,24,-2.2562
636016,24,-2.2116
637016,24,-2.1720
638016,24,-2.1257
639016,24,-2.0602
640016,24,-1.9904
641016,24,-1.9316
642000,24,-1.8839
643016,24,-1.8393
644000,24,-1.7810
645016,24,-1.7203
646016,24,-1.6577
647016,24,-1.6121
648000,24,-1.5732
649016,24,-1.5417
650016,24,-1.5141
651000,24,-1.4931
652016,24,-1.4731
653000,24,-1.4453
654000,24,-1.4119
655016,24,-1.3763
656000,24,-1.3413
657000,24,-1.3122
658000,24,-1.2858
659000,24,-1.2704
660000,24,-1.2606
661000,24,-1.2448
662000,24,-1.2285
663016,24,-1.2177
664016,24,-1.2043
665000,24,-1.1770
666000,24,-1.1313
667016,24,-1.0841
668000,24,-1.0345
669000,24,-1.0032
670016,24,-0.9830
671000,24,-0.9661
672016,24,-0.9417
673000,24,-0.9211
674000,24,-0.9121
675000,24,-0.9152
676000,24,-0.9211
677016,24,-0.9096
678000,24,-0.8981
679016,24,-0.8927
680000,24,-0.8853
681016,24,-0.8724
682000,24,-0.8498
683000,24,-0.8181
684000,24,-0.7758
685000,24,-0.7360
686000,24,-0.7001
687000,24,-0.6571
688000,24,-0.6159
689000,24,-0.5836
690000,24,-0.5474
691016,24,-0.5256
692016,24,-0.5192
693016,24,-0.5189
694016,24,-0.5335
695016,24,-0.5528
696016,24,-0.5629
697016,24,-0.5714
698000,24,-0.5702
699016,24,-0.5801
700016,24,-0.5865
701016,24,-0.5842
702016,24,-0.5774
703000,24,-0.5730
704016,24,-0.5666
705016,24,-0.5598
706000,24,-0.5511
707000,24,-0.5428
708000,24,-0.5258
709000,24,-0.5113
710016,24,-0.4925
711000,24,-0.4812
712016,24,-0.4675
713016,24,-0.4401
714016,24,-0.4164
715000,24,-0.3972
716000,24,-0.3841
717016,24,-0.3672
718000,24,-0.3460
719000,24,-0.3268
720000,24,-0.2992
721000,24,-0.2794
722016,24,-0.2767
723000,24,-0.2758
724016,24,-0.2828
725016,24,-0.3033
726000,24,-0.3315
727016,24,-0.3554
728000,24,-0.3623
729016,24,-0.3561
730016,24,-0.3492
731000,24,-0.3377
732000,24,-0.3199
733000,24,-0.2956
734016,24,-0.2888
735016,24,-0.2952
736000,24,-0.2933
737016,24,-0.2972
738016,24,-0.3005
739016,24,-0.3043
740000,24,-0.3064
741016,24,-0.3007
742000,24,-0.2921
743000,24,-0.2886
744000,24,-0.2869
745016,24,-0.2845
746000,24,-0.2843
747000,24,-0.2873
748000,24,-0.2993
749016,24,-0.3064
750016,24,-0.3105
751000,24,-0.3028
752016,24,-0.2889
753016,24,-0.2804
754016,24,-0.2739
755000,24,-0.2635
756000,24,-0.2507
757016,24,-0.2477
758016,24,-0.2550
759016,24,-0.2657
760000,24,-0.2709
761016,24,-0.2763
762000,24,-0.2772
763000,24,-0.2713
764016,24,-0.2518
765016,24,-0.2278
766000,24,-0.2054
767016,24,-0.1845
768000,24,-0.1765
769000,24,-0.1878
770000,24,-0.2021
771016,24,-0.2203
772000,24,-0.2352
773016,24,-0.2528
774016,24,-0.2446
775000,24,0.0143
776000,24,-0.0496
777000,24,-0.5112
778016,24,-0.9450
779000,24,-1.0799
780016,24,-1.1233
781016,24,-1.1336
782016,24,-1.1313
783016,24,-1.1214
784016,24,-1.1110
785016,24,-1.0922
786016,24,-1.0742
787016,24,-1.0646
788016,24,-1.0568
789000,24,-1.0368
790016,24,-1.0050
791016,24,-0.9656
792016,24,-0.9089
793000,24,-0.8525
794016,24,-0.8061
795016,24,-0.7727
796000,24,-0.7515
797000,24,-0.7365
798016,24,-0.7101
799016,24,-0.6836
800000,24,-0.6596
801016,24,-0.6463
802016,24,-0.6313
803000,24,-0.6122
804016,24,-0.5934
805016,24,-0.5715
806000,24,-0.5568
807016,24,-0.5565
808016,24,-0.5432
809016,24,-0.5156
810000,24,-0.4874
811000,24,-0.4566
812000,24,-0.4306
813016,24,-0.4077
814016,24,-0.3820
815016,24,-0.3554
816016,24,-0.3368
817016,24,-0.3255
818016,24,-0.3045
819016,24,-0.2826
820016,24,-0.2629
821000,24,-0.2354
822016,24,-0.2054
823016,24,-0.1697
824000,24,-0.1305
825016,24,-0.0899
826000,24,-0.0453
827016,24,0.0018
828016,24,0.0282
829016,24,0.0545
830016,24,0.0736
831016,24,0.0893
832016,24,0.0898
833000,24,0.0885
834016,24,0.0780
835000,24,0.0578
836016,24,0.0435
837016,24,0.0481
838000,24,0.0518
839016,24,0.0550
840016,24,0.0459
841016,24,0.0487
842000,24,0.0505
843016,24,0.0476
844016,24,0.0488
845016,24,0.0512
846016,24,0.0475
847016,24,0.0578
848000,24,0.0563
849000,24,0.0535
850000,24,0.0506
851000,24,0.0468
852000,24,0.0388
853000,24,0.0283
854000,24,0.0123
855016,24,-0.0097
856016,24,-0.0350
857016,24,-0.0550
858000,24,-0.0664
859016,24,-0.0799
860000,24,-0.0898
861016,24,-0.0931
862016,24,-0.0902
863016,24,-0.0888
864016,24,-0.0842
865000,24,-0.0660
866016,24,-0.0509
867016,24,-0.0404
868016,24,-0.0304
869016,24,-0.0157
870016,24,-0.0011
871000,24,-0.0067
872016,24,-0.0769
873016,24,-0.2383
874016,24,-0.4038
875016,24,-0.4389
876000,24,-0.2487
877016,24,0.2026
878000,24,0.8952
879000,24,1.5250
880000,24,1.8089
881016,24,1.7972
882016,24,1.7047
883016,24,1.6208
884016,24,1.4868
885016,24,1.2354
886016,24,0.9600
887016,24,0.7722
888000,24,0.6164
889000,24,0.4673
890016,24,0.7489
891016,24,2.4580
892016,24,6.7548
893016,24,13.9553
894016,24,23.7234
895000,24,35.0343
896016,24,56.4446
897000,24,70.2143
898016,24,85.5174
899000,24,92.9372
900000,24,108.9428
901016,24,124.7812
902000,24,138.7935
903000,24,151.0729
904000,24,159.8806
905016,24,165.9905
906000,24,169.4988
907000,24,171.1027
908016,24,171.1809
909016,24,170.0689
910016,24,168.0756
911016,24,165.4149
912016,24,162.1208
913000,24,158.5578
914016,24,154.5723
915000,24,150.5129
916016,24,146.1144
917016,24,141.7113
918016,24,136.9424
919016,24,132.1269
920000,24,127.0278
921000,24,121.6488
922000,24,116.1446
923000,24,110.4392
924016,24,104.7357
925000,24,99.0279
926016,24,93.3409
927000,24,87.8579
928000,24,82.4403
929000,24,77.1951
930000,24,71.9705
931016,24,66.8888
932016,24,61.8515
933016,24,57.0393
934016,24,52.3367
935000,24,47.9334
936016,24,43.7179
937000,24,39.7985
938000,24,36.1119
939016,24,32.6278
940000,24,29.4352
941016,24,26.4613
942016,24,23.7828
943016,24,21.3401
944000,24,19.1749
945000,24,13.5523
946016,24,11.8279
947016,24,13.9015
948016,24,12.7302
949000,24,11.6171
950000,24,10.6245
951000,24,9.7643
952016,24,8.9969
953016,24,8.3255
954016,24,7.7113
955000,24,7.1654
956000,24,6.6787
957000,24,6.2365
958016,24,5.8482
959016,24,5.5108
960016,24,5.2053
961016,24,4.9355
962000,24,4.6962
963000,24,4.4973
964016,24,4.3157
965000,24,4.1406
966016,24,3.9687
967000,24,3.8097
968016,24,3.6777
969016,24,3.5477
970016,24,3.4319
971016,24,3.3324
972016,24,3.2388
973000,24,3.1466
974000,24,3.0678
975016,24,2.9947
976016,24,2.9320
977000,24,2.8697
978016,24,2.8152
979016,24,2.7597
980016,24,2.6959
981016,24,2.6437
982016,24,2.5949
983000,24,2.5505
984016,24,2.5021
985000,24,2.4632
986016,24,2.4363
987016,24,2.4042
988016,24,2.3782
989000,24,2.3520
990016,24,2.3182
991000,24,2.2865
992016,24,2.2557
993016,24,2.2316
994016,24,2.2029
995000,24,2.1718
996016,24,2.1429
997000,24,2.1247
998000,24,2.1019
999016,24,2.0883
1000016,24,2.0761
1001016,24,2.0576
1002016,24,2.0417
1003016,24,2.0336
1004000,24,2.0248
1005016,24,2.0006
1006016,24,1.9786
1007016,24,1.9615
1008016,24,1.9526
1009000,24,1.9394
1010000,24,1.9215
1011000,24,1.9130
1012016,24,1.9082
1013016,24,1.9010
1014016,24,1.8966
1015000,24,1.8911
1016016,24,1.8799
1017016,24,1.8722
1018000,24,1.8706
1019016,24,1.8717
1020016,24,1.8743
1021016,24,1.8769
1022016,24,1.8770
1023016,24,1.8711
1024016,24,1.8617
1025000,24,1.8548
1026016,24,1.8531
1027000,24,1.8433
1028016,24,1.8373
1029000,24,1.8215
1030016,24,1.8264
1031016,24,1.8321
1032016,24,1.8263
1033000,24,1.8220
1034016,24,1.8142
1035016,24,1.7970
1036016,24,1.7788
1037016,24,1.7662
1038016,24,1.7699
1039016,24,1.7777
1040000,24,1.7866
1041016,24,1.7815
1042016,24,1.7706
1043016,24,1.7631
1044016,24,1.7551
1045016,24,1.7440
1046016,24,1.7405
1047016,24,1.7303
1048000,24,1.7283
1049000,24,1.7229
1050016,24,1.7163
1051016,24,1.7141
1052016,24,1.7185
1053000,24,1.7222
1054016,24,1.7298
1055016,24,1.7272
1056016,24,1.7197
1057016,24,1.7172
1058000,24,1.7162
1059016,24,1.7119
1060016,24,1.7096
1061016,24,1.7091
1062016,24,1.7081
1063016,24,1.7080
1064000,24,1.7059
1065000,24,1.7039
1066016,24,1.7005
1067000,24,1.6944
1068000,24,1.6914
1069016,24,1.6939
1070016,24,1.6973
1071016,24,1.7001
1072016,24,1.6453
1073000,24,1.6903
1074016,24,1.8954
1075016,24,2.1625
1076016,24,2.3568
1077016,24,2.5141
1078016,24,2.6239
1079016,24,2.6690
1080000,24,2.6536
1081016,24,2.6099
1082000,24,2.6037
1083016,24,2.6167
1084016,24,2.6077
1085016,24,2.5794
1086016,24,2.5447
1087016,24,2.4963
1088016,24,2.4298
1089016,24,2.3779
1090000,24,2.3472
1091000,24,2.3256
1092016,24,2.3024
1093000,24,2.2877
1094016,24,2.3387
1095000,24,2.8601
1096016,24,5.4954
1097000,24,13.9525
1098016,24,41.3293
1099000,24,73.0004
1100000,24,110.4042
1101016,24,132.2966
1102016,24,141.7345
1103016,24,129.4893
1104016,24,104.1314
1105016,24,75.7060
1106000,24,51.6225
1107016,24,33.5364
1108016,24,17.7102
1109016,24,9.8208
1110000,24,8.6697
1111016,24,5.7067
1112016,24,3.9069
1113016,24,2.8473
1114016,24,2.1972
1115016,24,1.8202
1116016,24,1.5969
1117016,24,1.4781
1118016,24,1.4107
1119016,24,1.3752
1120016,24,1.3634
1121016,24,1.3652
1122016,24,1.3682
1123016,24,1.3671
1124016,24,1.3730
1125016,24,1.3973
1126000,24,1.4151
1127016,24,1.4243
1128016,24,1.4369
1129000,24,1.4533
1130000,24,1.4629
1131016,24,1.4680
1132016,24,1.4859
1133016,24,1.5045
1134000,24,1.6112
1135000,24,1.8076
1136016,24,1.7290
1137000,24,1.1778
1138000,24,0.8096
1139016,24,0.6521
1140016,24,0.5738
1141016,24,0.5413
1142016,24,0.5369
1143016,24,0.5562
1144000,24,0.5916
1145016,24,0.6337
1146016,24,0.6686
1147000,24,0.7091
1148016,24,0.7539
1149016,24,0.7981
1150016,24,0.8346
1151016,24,0.8667
1152016,24,0.8892
1153000,24,0.9246
1154000,24,0.9612
1155000,24,0.9985
1156016,24,1.0348
1157016,24,1.0652
1158000,24,1.0951
1159016,24,1.1284
1160000,24,1.1623
1161016,24,1.2000
1162016,24,1.2509
1163016,24,1.3140
1164016,24,1.4167
1165016,24,1.5460
1166016,24,1.6851
1167000,24,1.8155
1168016,24,1.9274
1169016,24,2.0129
1170016,24,2.0650
1171016,24,2.0990
1172000,24,2.1182
1173016,24,2.1261
1174016,24,2.1319
1175016,24,2.1286
1176016,24,2.1039
1177000,24,2.0805
1178016,24,2.0640
1179016,24,2.0511
1180016,24,2.0254
1181000,24,2.0055
1182016,24,1.9923
1183016,24,1.9730
1184016,24,1.9643
1185016,24,1.9498
1186000,24,1.9298
1187000,24,1.9130
1188000,24,1.9032
1189016,24,1.8863
1190016,24,1.8707
1191016,24,1.8547
1192000,24,1.8442
1193016,24,1.8320
1194016,24,1.8215
1195016,24,1.8147
1196016,24,1.8103
1197016,24,1.8082
1198016,24,1.7971
1199000,24,1.7852
1200000,24,1.7855
1201016,24,1.7800
1202016,24,1.7725
1203016,24,1.7654
1204016,24,1.7544
1205016,24,1.7320
1206016,24,1.7163
1207016,24,1.7055
1208016,24,1.6972
1209016,24,1.6864
1210016,24,1.6841
1211000,24,1.6812
1212016,24,1.6766
1213000,24,1.6806
1214000,24,1.6802
1215016,24,1.6828
1216016,24,1.6767
1217000,24,1.6698
1218000,24,1.6632
1219000,24,1.6588
1220016,24,1.6578
1221016,24,1.6619
1222016,24,1.6579
1223000,24,1.6521
1224016,24,1.6439
1225016,24,1.6375
1226016,24,1.6425
1227016,24,1.6395
1228000,24,1.6345
1229000,24,1.6308
1230016,24,1.6270
1231016,24,1.6258
1232016,24,1.6241
1233016,24,1.6217
1234000,24,1.6166
1235016,24,1.6051
1236016,24,1.6063
1237016,24,1.6032
1238016,24,1.5993
1239000,24,1.6011
1240016,24,1.6055
1241000,24,1.6066
1242016,24,1.6024
