112000,1424.94,1421.82,1418.73,1415.68,1412.66,1409.68,1406.74,1403.83,1400.96,1398.12,1395.31,1392.54,1389.8,1387.1,1384.43,1381.79,1379.19,1376.62,1374.08,1371.57,1369.09,1366.64,1364.23,1361.84,1359.49,1357.17,1354.88,1352.61,1350.38,1348.18,1346,1343.86,1341.75,1339.66,1337.6,1335.57,1333.57,1331.6,1329.66,1327.74,1325.85,1323.99,1322.16,1320.35,1318.57,1316.82,1315.1,1313.4,1311.73,1310.08,1308.46,1306.87,1305.3,1303.76,1302.25,1300.76,1299.3,1297.86,1296.45,1295.06,1293.7,1292.36,1291.05,1289.77,1288.5,1287.27,1286.05,1284.86,1283.7,1282.56,1281.44,1280.35,1279.28,1278.24,1277.22,1276.22,1275.24,1274.29,1273.36,1272.46,1271.58,1270.72,1269.88,1269.06,1268.27,1267.5,1266.76,1266.03,1265.33,1264.65,1263.99,1263.35,1262.74,1262.14,1261.57,1261.02,1260.49,1259.98,1259.49,1259.02,1252.05,1245.13,1238.25,1231.42,1224.64,1217.89,1211.2,1204.54,1197.93,1191.36,1184.84,1178.35,1171.91,1165.51,1159.16,1152.84,1146.56,1140.33,1134.13,1127.98,1121.86,1115.79,1109.75,1103.75,1097.79,1091.87,1085.99,1080.14,1074.33,1068.56,1062.82,1057.13,1051.46,1045.84,1040.25,1034.69,1029.17,1023.69,1018.24,1012.82,1007.44,1002.1,996.784,991.505,986.26,981.047,975.868,970.721,965.607,960.525,955.475,950.458,945.471,940.516,935.593,930.7,925.838,921.007,916.206,911.435,906.695,901.984,897.302,892.651,888.028,883.434,878.869,874.333,869.825,865.346,860.894,856.471,852.075,847.706,843.365,839.051,834.764,830.504,826.271,822.063,817.883,813.728,809.599,805.496,801.419,797.367,793.34,789.338,785.361,781.409,777.482,773.579,769.7,765.845,762.015,758.208,754.424,750.665,746.928,743.215,739.524,735.857,732.212,728.59,724.99,721.412,717.857,714.323,710.812,707.321,703.853,700.405,696.979,693.574,690.19,686.827,683.484,680.162,676.86,673.579,670.317,667.075,663.854,660.651,657.469,654.306,651.161,648.037,644.931,641.843,638.775,635.725,632.694,629.681,626.686,623.709,620.75,617.809,614.885,611.979,609.09,606.219,603.365,600.527,597.707,594.903,592.116,589.346,586.592,583.854,581.132,578.427,575.737,573.063,570.404,567.761,565.134,562.522,559.924,557.342,554.775,552.223,549.685,547.162,544.654,542.159,539.679,537.213,534.761,532.323,529.898,527.487,525.09,522.706,520.336,517.978,515.634,513.302,510.984,508.678,506.385,504.104,501.835,499.579,497.335,495.104,492.884,490.676,488.479,486.294,484.121,481.959,479.809,477.67,475.541,473.424,471.318,469.222,467.137,465.063,462.999
113000,1425.94,1422.85,1419.8,1416.79,1413.81,1410.87,1407.97,1405.1,1402.26,1399.46,1396.69,1393.96,1391.26,1388.59,1385.95,1383.35,1380.78,1378.24,1375.73,1373.26,1370.81,1368.4,1366.01,1363.66,1361.34,1359.04,1356.78,1354.55,1352.34,1350.17,1348.02,1345.9,1343.81,1341.75,1339.72,1337.72,1335.74,1333.79,1331.87,1329.98,1328.12,1326.28,1324.47,1322.68,1320.93,1319.19,1317.49,1315.81,1314.16,1312.54,1310.94,1309.36,1307.81,1306.29,1304.8,1303.32,1301.88,1300.46,1299.06,1297.69,1296.34,1295.02,1293.72,1292.45,1291.2,1289.98,1288.78,1287.6,1286.45,1285.32,1284.21,1283.13,1282.07,1281.04,1280.02,1279.04,1278.07,1277.13,1276.21,1275.31,1274.43,1273.58,1272.75,1271.94,1271.16,1270.39,1269.65,1268.93,1268.23,1267.56,1266.9,1266.27,1265.65,1265.06,1264.49,1263.94,1263.41,1262.9,1262.42,1261.95,1254.99,1248.08,1241.21,1234.39,1227.61,1220.87,1214.18,1207.54,1200.93,1194.37,1187.85,1181.38,1174.94,1168.55,1162.2,1155.88,1149.61,1143.38,1137.19,1131.04,1124.93,1118.86,1112.83,1106.83,1100.87,1094.96,1089.07,1083.23,1077.42,1071.66,1065.92,1060.23,1054.57,1048.94,1043.35,1037.8,1032.28,1026.8,1021.35,1015.93,1010.55,1005.21,999.893,994.614,989.367,984.154,978.974,973.826,968.71,963.627,958.575,953.555,948.567,943.61,938.684,933.788,928.924,924.089,919.285,914.511,909.767,905.052,900.367,895.711,891.084,886.486,881.917,877.376,872.863,868.379,863.922,859.493,855.091,850.717,846.37,842.05,837.757,833.491,829.251,825.037,820.85,816.688,812.552,808.442,804.357,800.298,796.263,792.254,788.269,784.309,780.373,776.462,772.575,768.711,764.872,761.056,757.264,753.495,749.749,746.026,742.326,738.649,734.995,731.362,727.753,724.165,720.599,717.055,713.533,710.032,706.553,703.094,699.657,696.241,692.846,689.471,686.117,682.783,679.47,676.177,672.903,669.65,666.416,663.201,660.006,656.831,653.674,650.537,647.418,644.318,641.237,638.174,635.129,632.103,629.095,626.105,623.132,620.177,617.24,614.32,611.418,608.533,605.665,602.813,599.979,597.161,594.36,591.575,588.806,586.054,583.318,580.597,577.893,575.204,572.53,569.872,567.23,564.603,561.99,559.393,556.811,554.243,551.69,549.151,546.627,544.117,541.621,539.139,536.671,534.217,531.777,529.35,526.937,524.537,522.15,519.776,517.416,515.068,512.733,510.411,508.101,505.804,503.519,501.246,498.986,496.737,494.5,492.276,490.062,487.861,485.671,483.492,481.325,479.168,477.023,474.889,472.765,470.653,468.551,466.459,464.378
114000,1426.91,1423.86,1420.86,1417.88,1414.95,1412.04,1409.18,1406.34,1403.54,1400.78,1398.05,1395.35,1392.68,1390.05,1387.45,1384.88,1382.34,1379.83,1377.36,1374.91,1372.5,1370.12,1367.76,1365.44,1363.15,1360.88,1358.65,1356.44,1354.27,1352.12,1350,1347.91,1345.84,1343.81,1341.8,1339.82,1337.87,1335.95,1334.05,1332.18,1330.34,1328.52,1326.74,1324.97,1323.24,1321.53,1319.84,1318.18,1316.55,1314.95,1313.36,1311.81,1310.28,1308.77,1307.29,1305.84,1304.41,1303,1301.62,1300.27,1298.93,1297.63,1296.34,1295.08,1293.85,1292.64,1291.45,1290.28,1289.14,1288.02,1286.93,1285.86,1284.81,1283.78,1282.78,1281.8,1280.85,1279.91,1279,1278.11,1277.24,1276.39,1275.57,1274.77,1273.99,1273.23,1272.49,1271.78,1271.08,1270.41,1269.76,1269.13,1268.52,1267.93,1267.36,1266.81,1266.29,1265.78,1265.29,1264.83,1257.88,1250.97,1244.11,1237.3,1230.53,1223.8,1217.12,1210.48,1203.88,1197.33,1190.81,1184.34,1177.92,1171.53,1165.18,1158.88,1152.61,1146.39,1140.2,1134.05,1127.95,1121.88,1115.85,1109.86,1103.9,1097.99,1092.11,1086.27,1080.47,1074.7,1068.97,1063.27,1057.62,1051.99,1046.41,1040.85,1035.34,1029.85,1024.4,1018.99,1013.61,1008.26,1002.95,997.671,992.424,987.21,982.029,976.88,971.763,966.678,961.625,956.603,951.613,946.653,941.725,936.827,931.959,927.122,922.315,917.538,912.79,908.072,903.383,898.723,894.092,889.49,884.916,880.371,875.853,871.364,866.902,862.468,858.061,853.681,849.329,845.003,840.704,836.431,832.185,827.965,823.771,819.602,815.46,811.342,807.25,803.183,799.142,795.124,791.132,787.164,783.22,779.301,775.405,771.534,767.686,763.861,760.06,756.282,752.527,748.795,745.086,741.4,737.735,734.093,730.474,726.876,723.3,719.746,716.213,712.702,709.212,705.743,702.296,698.869,695.462,692.077,688.711,685.366,682.041,678.736,675.451,672.186,668.94,665.714,662.507,659.319,656.15,653,649.869,646.757,643.663,640.587,637.53,634.49,631.469,628.466,625.48,622.512,619.562,616.628,613.712,610.813,607.931,605.066,602.218,599.386,596.571,593.772,590.989,588.222,585.472,582.737,580.018,577.314,574.626,571.954,569.296,566.654,564.027,561.415,558.817,556.234,553.666,551.112,548.572,546.047,543.536,541.039,538.555,536.085,533.629,531.187,528.758,526.342,523.939,521.549,519.173,516.809,514.458,512.12,509.794,507.48,505.179,502.89,500.613,498.348,496.095,493.853,491.624,489.406,487.199,485.003,482.819,480.646,478.484,476.333,474.193,472.063,469.944,467.836,465.738
115000,1427.86,1424.86,1421.89,1418.96,1416.06,1413.19,1410.36,1407.57,1404.8,1402.07,1399.38,1396.71,1394.08,1391.48,1388.91,1386.38,1383.87,1381.4,1378.95,1376.54,1374.16,1371.81,1369.48,1367.19,1364.92,1362.69,1360.48,1358.3,1356.15,1354.03,1351.94,1349.88,1347.84,1345.83,1343.85,1341.89,1339.97,1338.07,1336.19,1334.34,1332.52,1330.73,1328.96,1327.22,1325.51,1323.82,1322.15,1320.51,1318.9,1317.31,1315.75,1314.21,1312.7,1311.21,1309.75,1308.31,1306.89,1305.5,1304.14,1302.8,1301.48,1300.19,1298.92,1297.67,1296.45,1295.25,1294.07,1292.92,1291.79,1290.68,1289.6,1288.54,1287.5,1286.48,1285.49,1284.52,1283.57,1282.64,1281.74,1280.86,1280,1279.16,1278.34,1277.54,1276.77,1276.02,1275.28,1274.57,1273.88,1273.22,1272.57,1271.94,1271.33,1270.75,1270.18,1269.64,1269.11,1268.6,1268.12,1267.65,1260.71,1253.82,1246.96,1240.16,1233.39,1226.68,1220,1213.37,1206.78,1200.23,1193.72,1187.26,1180.84,1174.46,1168.12,1161.81,1155.55,1149.33,1143.15,1137.01,1130.91,1124.85,1118.82,1112.83,1106.88,1100.97,1095.1,1089.26,1083.46,1077.69,1071.96,1066.27,1060.61,1054.99,1049.41,1043.86,1038.34,1032.86,1027.41,1022,1016.62,1011.27,1005.96,1000.68,995.43,990.216,985.034,979.884,974.766,969.679,964.625,959.601,954.609,949.647,944.717,939.816,934.946,930.106,925.296,920.516,915.765,911.043,906.351,901.687,897.052,892.446,887.868,883.318,878.796,874.302,869.835,865.396,860.984,856.599,852.241,847.909,843.604,839.326,835.073,830.847,826.646,822.471,818.322,814.198,810.099,806.025,801.976,797.951,793.951,789.975,786.024,782.096,778.193,774.313,770.457,766.624,762.814,759.027,755.263,751.522,747.804,744.108,740.435,736.783,733.154,729.547,725.961,722.397,718.854,715.332,711.832,708.353,704.895,701.457,698.04,694.643,691.267,687.911,684.574,681.258,677.962,674.685,671.427,668.189,664.97,661.771,658.59,655.428,652.284,649.16,646.053,642.965,639.895,636.843,633.809,630.793,627.794,624.813,621.849,618.903,615.973,613.061,610.166,607.287,604.425,601.579,598.75,595.937,593.14,590.36,587.595,584.846,582.113,579.395,576.692,574.005,571.333,568.676,566.034,563.407,560.795,558.197,555.614,553.045,550.49,547.95,545.423,542.911,540.412,537.927,535.455,532.997,530.553,528.121,525.703,523.298,520.905,518.525,516.159,513.804,511.462,509.133,506.815,504.51,502.217,499.936,497.667,495.409,493.163,490.928,488.705,486.494,484.293,482.103,479.925,477.757,475.6,473.454,471.318,469.193,467.078
116000,1428.8,1425.83,1422.9,1420.01,1417.15,1414.32,1411.53,1408.77,1406.04,1403.35,1400.68,1398.05,1395.46,1392.89,1390.36,1387.85,1385.38,1382.93,1380.52,1378.14,1375.79,1373.46,1371.17,1368.9,1366.67,1364.46,1362.28,1360.13,1358.01,1355.91,1353.85,1351.81,1349.8,1347.81,1345.85,1343.92,1342.02,1340.14,1338.29,1336.47,1334.67,1332.9,1331.15,1329.43,1327.73,1326.06,1324.42,1322.8,1321.2,1319.63,1318.09,1316.57,1315.07,1313.6,1312.16,1310.73,1309.34,1307.96,1306.61,1305.28,1303.98,1302.7,1301.44,1300.21,1299,1297.81,1296.65,1295.51,1294.39,1293.29,1292.22,1291.17,1290.14,1289.13,1288.15,1287.19,1286.25,1285.33,1284.43,1283.56,1282.7,1281.87,1281.06,1280.27,1279.5,1278.75,1278.03,1277.32,1276.63,1275.97,1275.32,1274.7,1274.1,1273.51,1272.95,1272.4,1271.88,1271.38,1270.89,1270.43,1263.49,1256.61,1249.76,1242.97,1236.21,1229.5,1222.83,1216.21,1209.62,1203.08,1196.58,1190.12,1183.71,1177.33,1171,1164.7,1158.45,1152.23,1146.06,1139.92,1133.82,1127.76,1121.74,1115.76,1109.81,1103.9,1098.03,1092.19,1086.4,1080.63,1074.91,1069.22,1063.56,1057.94,1052.36,1046.81,1041.29,1035.81,1030.37,1024.95,1019.57,1014.23,1008.91,1003.63,998.387,993.172,987.989,982.838,977.719,972.631,967.575,962.55,957.556,952.593,947.66,942.757,937.885,933.042,928.229,923.446,918.692,913.967,909.271,904.604,899.965,895.355,890.772,886.218,881.692,877.193,872.721,868.277,863.86,859.47,855.107,850.77,846.459,842.175,837.916,833.684,829.477,825.296,821.14,817.009,812.903,808.822,804.766,800.734,796.727,792.744,788.784,784.849,780.938,777.05,773.185,769.344,765.526,761.73,757.958,754.208,750.481,746.776,743.093,739.433,735.794,732.177,728.581,725.007,721.455,717.923,714.413,710.923,707.455,704.006,700.579,697.171,693.784,690.417,687.07,683.743,680.435,677.147,673.878,670.628,667.398,664.186,660.993,657.819,654.664,651.527,648.409,645.308,642.226,639.161,636.115,633.086,630.074,627.08,624.104,621.144,618.202,615.276,612.367,609.475,606.6,603.741,600.898,598.071,595.261,592.466,589.688,586.925,584.177,581.445,578.729,576.027,573.341,570.67,568.013,565.372,562.745,560.132,557.534,554.951,552.381,549.826,547.284,544.756,542.243,539.742,537.256,534.782,532.322,529.875,527.442,525.021,522.613,520.218,517.835,515.465,513.107,510.762,508.429,506.108,503.799,501.502,499.216,496.943,494.681,492.43,490.191,487.963,485.746,483.54,481.345,479.161,476.988,474.825,472.673,470.531,468.4
117000,1429.72,1426.79,1423.9,1421.04,1418.22,1415.43,1412.67,1409.95,1407.25,1404.59,1401.97,1399.37,1396.81,1394.27,1391.77,1389.3,1386.86,1384.44,1382.06,1379.71,1377.39,1375.09,1372.83,1370.59,1368.38,1366.2,1364.05,1361.93,1359.83,1357.76,1355.72,1353.71,1351.72,1349.76,1347.82,1345.92,1344.04,1342.18,1340.35,1338.55,1336.77,1335.02,1333.3,1331.6,1329.92,1328.27,1326.64,1325.04,1323.47,1321.92,1320.39,1318.89,1317.41,1315.95,1314.52,1313.11,1311.73,1310.37,1309.04,1307.72,1306.43,1305.17,1303.92,1302.7,1301.51,1300.33,1299.18,1298.05,1296.94,1295.86,1294.79,1293.75,1292.73,1291.74,1290.76,1289.81,1288.87,1287.96,1287.07,1286.21,1285.36,1284.53,1283.73,1282.94,1282.18,1281.44,1280.72,1280.01,1279.33,1278.67,1278.03,1277.41,1276.81,1276.23,1275.67,1275.12,1274.6,1274.1,1273.62,1273.15,1266.23,1259.35,1252.51,1245.72,1238.98,1232.27,1225.61,1218.99,1212.42,1205.88,1199.39,1192.94,1186.53,1180.16,1173.83,1167.54,1161.29,1155.08,1148.91,1142.78,1136.68,1130.63,1124.61,1118.63,1112.69,1106.78,1100.91,1095.08,1089.29,1083.53,1077.8,1072.11,1066.46,1060.84,1055.26,1049.71,1044.2,1038.72,1033.27,1027.86,1022.48,1017.14,1011.82,1006.54,1001.29,996.079,990.896,985.744,980.624,975.535,970.478,965.451,960.455,955.49,950.555,945.65,940.776,935.931,931.115,926.329,921.572,916.844,912.144,907.474,902.831,898.217,893.631,889.072,884.542,880.038,875.562,871.113,866.691,862.296,857.927,853.585,849.269,844.979,840.715,836.476,832.263,828.076,823.914,819.776,815.664,811.576,807.513,803.474,799.459,795.469,791.502,787.559,783.64,779.744,775.872,772.022,768.196,764.392,760.611,756.853,753.117,749.403,745.711,742.042,738.394,734.767,731.162,727.579,724.016,720.475,716.955,713.455,709.976,706.518,703.08,699.662,696.264,692.886,689.528,686.19,682.871,679.572,676.292,673.031,669.789,666.566,663.362,660.176,657.009,653.86,650.729,647.617,644.522,641.445,638.386,635.345,632.321,629.314,626.325,623.353,620.397,617.459,614.537,611.632,608.743,605.871,603.015,600.175,597.351,594.542,591.75,588.973,586.212,583.466,580.735,578.02,575.32,572.634,569.964,567.308,564.666,562.039,559.427,556.829,554.244,551.674,549.118,546.576,544.047,541.532,539.03,536.542,534.066,531.604,529.155,526.719,524.296,521.886,519.488,517.102,514.729,512.368,510.019,507.683,505.358,503.045,500.744,498.455,496.177,493.91,491.655,489.411,487.178,484.956,482.745,480.545,478.356,476.177,474.008,471.851,469.703
118000,1430.62,1427.74,1424.88,1422.06,1419.27,1416.52,1413.79,1411.1,1408.45,1405.82,1403.23,1400.66,1398.13,1395.63,1393.16,1390.72,1388.31,1385.92,1383.57,1381.25,1378.96,1376.69,1374.45,1372.24,1370.06,1367.91,1365.79,1363.69,1361.62,1359.58,1357.56,1355.57,1353.61,1351.67,1349.76,1347.88,1346.02,1344.18,1342.38,1340.6,1338.84,1337.11,1335.4,1333.72,1332.07,1330.44,1328.83,1327.25,1325.69,1324.16,1322.65,1321.16,1319.7,1318.26,1316.84,1315.45,1314.08,1312.74,1311.42,1310.12,1308.84,1307.59,1306.36,1305.15,1303.97,1302.8,1301.66,1300.54,1299.45,1298.37,1297.32,1296.29,1295.28,1294.29,1293.32,1292.38,1291.45,1290.55,1289.67,1288.81,1287.97,1287.15,1286.35,1285.57,1284.81,1284.08,1283.36,1282.66,1281.98,1281.33,1280.69,1280.07,1279.47,1278.89,1278.34,1277.8,1277.27,1276.77,1276.29,1275.83,1268.91,1262.04,1255.21,1248.43,1241.69,1235,1228.34,1221.73,1215.16,1208.64,1202.15,1195.7,1189.3,1182.94,1176.61,1170.33,1164.08,1157.88,1151.71,1145.58,1139.5,1133.44,1127.43,1121.45,1115.51,1109.61,1103.75,1097.92,1092.13,1086.37,1080.65,1074.96,1069.31,1063.7,1058.11,1052.57,1047.05,1041.58,1036.13,1030.72,1025.34,1020,1014.68,1009.4,1004.15,998.938,993.754,988.602,983.481,978.391,973.333,968.305,963.307,958.34,953.404,948.497,943.62,938.772,933.954,929.165,924.405,919.674,914.971,910.297,905.651,901.033,896.443,891.881,887.346,882.838,878.358,873.904,869.478,865.077,860.704,856.356,852.035,847.739,843.469,839.225,835.006,830.813,826.644,822.5,818.381,814.287,810.217,806.171,802.15,798.152,794.178,790.228,786.301,782.397,778.517,774.66,770.825,767.013,763.224,759.457,755.713,751.99,748.29,744.611,740.954,737.318,733.704,730.111,726.539,722.988,719.458,715.949,712.46,708.991,705.543,702.115,698.707,695.318,691.95,688.601,685.271,681.961,678.67,675.398,672.145,668.91,665.695,662.497,659.319,656.158,653.016,649.891,646.785,643.696,640.625,637.571,634.535,631.516,628.514,625.529,622.561,619.61,616.675,613.757,610.855,607.97,605.1,602.247,599.41,596.588,593.782,590.992,588.217,585.458,582.713,579.984,577.27,574.57,571.886,569.216,566.56,563.919,561.292,558.68,556.081,553.496,550.926,548.369,545.825,543.295,540.779,538.276,535.786,533.309,530.845,528.394,525.955,523.53,521.116,518.716,516.327,513.951,511.587,509.235,506.895,504.567,502.25,499.945,497.651,495.369,493.098,490.838,488.59,486.352,484.125,481.909,479.704,477.509,475.325,473.151,470.987
119000,1431.51,1428.66,1425.84,1423.06,1420.3,1417.58,1414.9,1412.24,1409.62,1407.02,1404.46,1401.93,1399.43,1396.96,1394.52,1392.11,1389.73,1387.38,1385.06,1382.76,1380.5,1378.26,1376.05,1373.87,1371.72,1369.59,1367.49,1365.42,1363.37,1361.36,1359.36,1357.4,1355.46,1353.55,1351.66,1349.8,1347.96,1346.15,1344.37,1342.61,1340.87,1339.16,1337.47,1335.81,1334.18,1332.56,1330.98,1329.41,1327.87,1326.35,1324.86,1323.39,1321.95,1320.52,1319.12,1317.75,1316.4,1315.06,1313.76,1312.47,1311.21,1309.97,1308.75,1307.56,1306.38,1305.23,1304.1,1302.99,1301.91,1300.84,1299.8,1298.78,1297.78,1296.8,1295.84,1294.9,1293.99,1293.09,1292.22,1291.36,1290.53,1289.72,1288.92,1288.15,1287.4,1286.67,1285.95,1285.26,1284.59,1283.93,1283.3,1282.69,1282.09,1281.51,1280.96,1280.42,1279.9,1279.4,1278.92,1278.45,1271.55,1264.69,1257.87,1251.09,1244.36,1237.67,1231.03,1224.42,1217.86,1211.34,1204.86,1198.42,1192.02,1185.66,1179.35,1173.07,1166.83,1160.63,1154.47,1148.34,1142.26,1136.21,1130.2,1124.23,1118.29,1112.4,1106.53,1100.71,1094.92,1089.16,1083.44,1077.76,1072.11,1066.5,1060.92,1055.37,1049.86,1044.39,1038.94,1033.53,1028.15,1022.81,1017.49,1012.21,1006.97,1001.75,996.566,991.413,986.291,981.2,976.141,971.111,966.113,961.144,956.205,951.296,946.417,941.567,936.747,931.955,927.193,922.458,917.753,913.075,908.426,903.805,899.211,894.645,890.106,885.594,881.109,876.651,872.22,867.815,863.436,859.083,854.757,850.456,846.18,841.931,837.706,833.506,829.332,825.182,821.057,816.956,812.879,808.827,804.798,800.793,796.812,792.855,788.921,785.009,781.121,777.256,773.414,769.594,765.797,762.021,758.268,754.537,750.828,747.141,743.475,739.83,736.207,732.605,729.024,725.463,721.924,718.404,714.906,711.427,707.969,704.531,701.113,697.714,694.335,690.975,687.635,684.314,681.012,677.729,674.465,671.22,667.993,664.784,661.594,658.422,655.268,652.132,649.014,645.913,642.83,639.764,636.716,633.684,630.67,627.673,624.692,621.729,618.781,615.851,612.936,610.038,607.155,604.289,601.439,598.604,595.785,592.981,590.193,587.42,584.662,581.919,579.191,576.478,573.78,571.096,568.426,565.771,563.13,560.504,557.891,555.292,552.707,550.136,547.578,545.033,542.502,539.985,537.48,534.988,532.51,530.044,527.591,525.15,522.722,520.306,517.903,515.511,513.132,510.765,508.41,506.066,503.734,501.414,499.105,496.807,494.521,492.245,489.981,487.728,485.486,483.254,481.033,478.822,476.622,474.433,472.253
120000,1432.38,1429.57,1426.78,1424.03,1421.32,1418.63,1415.98,1413.36,1410.76,1408.21,1405.68,1403.18,1400.71,1398.27,1395.86,1393.48,1391.13,1388.81,1386.51,1384.25,1382.01,1379.8,1377.62,1375.46,1373.34,1371.24,1369.16,1367.12,1365.1,1363.1,1361.14,1359.19,1357.28,1355.39,1353.52,1351.68,1349.87,1348.08,1346.32,1344.58,1342.86,1341.17,1339.51,1337.86,1336.25,1334.65,1333.08,1331.54,1330.01,1328.51,1327.04,1325.58,1324.15,1322.75,1321.36,1320,1318.66,1317.35,1316.05,1314.78,1313.53,1312.31,1311.1,1309.92,1308.76,1307.62,1306.5,1305.4,1304.32,1303.27,1302.24,1301.22,1300.23,1299.26,1298.31,1297.38,1296.48,1295.59,1294.72,1293.87,1293.05,1292.24,1291.45,1290.69,1289.94,1289.21,1288.5,1287.81,1287.14,1286.49,1285.86,1285.25,1284.66,1284.08,1283.53,1282.99,1282.48,1281.98,1281.5,1281.03,1274.14,1267.28,1260.47,1253.71,1246.98,1240.3,1233.66,1227.06,1220.51,1214,1207.52,1201.09,1194.7,1188.35,1182.03,1175.76,1169.53,1163.33,1157.17,1151.06,1144.97,1138.93,1132.93,1126.96,1121.03,1115.13,1109.27,1103.45,1097.66,1091.91,1086.19,1080.51,1074.87,1069.25,1063.68,1058.13,1052.62,1047.15,1041.7,1036.29,1030.92,1025.57,1020.26,1014.98,1009.73,1004.52,999.331,994.177,989.055,983.963,978.902,973.872,968.872,963.902,958.961,954.051,949.169,944.317,939.494,934.7,929.935,925.198,920.489,915.809,911.156,906.531,901.934,897.364,892.821,888.305,883.816,879.354,874.918,870.508,866.125,861.767,857.435,853.129,848.849,844.593,840.363,836.158,831.977,827.821,823.69,819.582,815.499,811.44,807.405,803.394,799.406,795.441,791.499,787.581,783.685,779.813,775.963,772.135,768.329,764.546,760.785,757.046,753.328,749.632,745.957,742.304,738.672,735.06,731.47,727.9,724.351,720.823,717.315,713.826,710.358,706.91,703.482,700.073,696.684,693.314,689.963,686.632,683.319,680.026,676.751,673.494,670.256,667.037,663.835,660.652,657.487,654.339,651.209,648.097,645.002,641.924,638.864,635.821,632.795,629.785,626.792,623.816,620.857,617.913,614.986,612.075,609.18,606.301,603.438,600.59,597.758,594.941,592.14,589.354,586.582,583.826,581.085,578.358,575.646,572.949,570.265,567.597,564.942,562.301,559.674,557.062,554.462,551.877,549.305,546.746,544.201,541.669,539.15,536.644,534.15,531.67,529.202,526.747,524.304,521.874,519.455,517.049,514.655,512.273,509.902,507.544,505.197,502.861,500.537,498.224,495.923,493.632,491.353,489.084,486.826,484.579,482.343,480.117,477.901,475.696,473.501
121000,1433.24,1430.46,1427.71,1424.99,1422.31,1419.66,1417.04,1414.45,1411.89,1409.37,1406.87,1404.4,1401.96,1399.55,1397.17,1394.82,1392.5,1390.21,1387.94,1385.71,1383.5,1381.31,1379.16,1377.03,1374.93,1372.86,1370.81,1368.79,1366.79,1364.82,1362.88,1360.96,1359.07,1357.2,1355.36,1353.54,1351.74,1349.98,1348.23,1346.51,1344.82,1343.15,1341.5,1339.88,1338.28,1336.7,1335.15,1333.62,1332.12,1330.63,1329.17,1327.74,1326.32,1324.93,1323.56,1322.22,1320.89,1319.59,1318.31,1317.05,1315.81,1314.6,1313.41,1312.23,1311.08,1309.96,1308.85,1307.76,1306.7,1305.65,1304.63,1303.63,1302.64,1301.68,1300.74,1299.82,1298.92,1298.04,1297.18,1296.34,1295.52,1294.72,1293.93,1293.17,1292.43,1291.71,1291,1290.32,1289.65,1289.01,1288.38,1287.77,1287.18,1286.61,1286.06,1285.52,1285.01,1284.51,1284.03,1283.57,1276.68,1269.83,1263.03,1256.27,1249.56,1242.88,1236.25,1229.66,1223.11,1216.6,1210.14,1203.71,1197.33,1190.98,1184.67,1178.4,1172.18,1165.99,1159.83,1153.72,1147.64,1141.6,1135.6,1129.64,1123.71,1117.82,1111.96,1106.14,1100.36,1094.61,1088.9,1083.22,1077.57,1071.96,1066.39,1060.85,1055.34,1049.86,1044.42,1039.01,1033.63,1028.29,1022.98,1017.7,1012.45,1007.24,1002.05,996.896,991.773,986.681,981.619,976.587,971.586,966.614,961.672,956.76,951.876,947.022,942.197,937.401,932.633,927.893,923.182,918.498,913.842,909.214,904.613,900.039,895.493,890.973,886.48,882.013,877.573,873.159,868.771,864.408,860.072,855.76,851.475,847.214,842.978,838.767,834.581,830.419,826.281,822.168,818.079,814.013,809.971,805.953,801.958,797.987,794.038,790.112,786.21,782.329,778.472,774.636,770.823,767.032,763.263,759.515,755.789,752.085,748.401,744.739,741.098,737.478,733.879,730.3,726.742,723.204,719.687,716.189,712.711,709.253,705.815,702.397,698.997,695.617,692.257,688.915,685.592,682.287,679.002,675.735,672.486,669.255,666.043,662.849,659.672,656.513,653.372,650.248,647.142,644.053,640.981,637.926,634.887,631.866,628.861,625.873,622.901,619.945,617.006,614.083,611.175,608.283,605.407,602.547,599.702,596.872,594.058,591.259,588.474,585.705,582.95,580.21,577.485,574.774,572.077,569.395,566.727,564.072,561.432,558.805,556.192,553.593,551.007,548.434,545.875,543.328,540.795,538.275,535.767,533.272,530.79,528.321,525.863,523.418,520.985,518.565,516.156,513.759,511.374,509,506.638,504.288,501.949,499.621,497.304,494.999,492.704,490.42,488.148,485.885,483.634,481.392,479.161,476.941,474.731
